"","990
021","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
023","2","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
024","5","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"Research and Thesis","Course Total","24","",".",".",".",".",".",".",".","100.0","",".",".",".","",".","",".",".",".","."
"F&W ECOL
396","Dept. Total","401","3.416","44.4","20.4","13.0","7.7","4.5","0.7","1.5","7.5","",".",".",".","",".","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.289","33.3","33.3","14.8","11.1",".",".","3.7",".","",".",".",".","",".","",".",".","3.7","."
"Sophomore","","72","3.352","48.6","18.1","11.1","13.9","5.6","1.4","1.4",".","",".",".",".","",".","",".",".",".","."
"Junior","","93","3.305","39.8","20.4","12.9","14.0","10.8","2.2",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","131","3.383","45.0","23.7","20.6","3.8","3.1",".","3.1","0.8","",".",".",".","",".","",".",".",".","."
"Undergraduates","","323","3.349","43.3","22.3","15.8","9.6","5.6","0.9","1.9","0.3","",".",".",".","",".","",".",".","0.3","."
"Special","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Graduate","","77","3.842","48.1","13.0","1.3",".",".",".",".","37.7","",".",".",".","",".","",".",".",".","."
"","Dept. Total","401","3.416","44.4","20.4","13.0","7.7","4.5","0.7","1.5","7.5","",".",".",".","",".","",".",".","0.2","."
