"","990
070","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
071","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
072","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","49","",".",".",".",".",".","",".",".","95.9","",".",".",".","4.1",".",".",".","."
"PATH
704","Dept. Total","294","3.695","45.9","7.5","14.6","1.0","0.7","",".","0.3","16.7","",".","10.5",".","0.7","2.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","4","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".",".",".",".",".","."
"Senior","","6","3.775","50.0","50.0",".",".",".","",".",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","11","3.850","72.7","27.3",".",".",".","",".",".",".","",".",".",".",".",".",".",".","."
"Special","","18","3.639","33.3","5.6","22.2",".",".","",".",".","5.6","",".",".",".",".","33.3",".",".","."
"Graduate","","125","3.877","32.0","3.2","0.8",".",".","",".",".","38.4","",".","24.8",".","0.8",".",".",".","."
"Prof Yr 1","","6","3.115","16.7","16.7","50.0",".","16.7","",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","147","3.651","64.6","8.2","23.8","2.0","0.7","",".","0.7",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".","",".",".",".","",".",".",".","100.0",".",".",".","."
"Prof Yr 4","","8","3.958","87.5","12.5",".",".",".","",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","162","3.652","63.6","8.6","23.5","1.9","1.2","",".","0.6",".","",".",".",".","0.6",".",".",".","."
"","Dept. Total","316","3.695","49.7","7.0","13.6","0.9","0.6","",".","0.3","15.5","",".","9.8",".","0.6","1.9",".",".","."
