"L&S","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"HIST SCI
456","Dept. Total","406","3.358","30.3","29.6","17.5","6.9","3.7","0.2","1.7","6.7","",".","1.2","",".","0.2","0.5","1.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","3.250","18.2","43.2","22.7","11.4","2.3",".","2.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","73","3.382","21.9","47.9","20.5","5.5","1.4",".","1.4",".","",".",".","",".",".",".","1.4",".","."
"Junior","","76","3.347","39.5","21.1","21.1","5.3","3.9","1.3","2.6","3.9","",".",".","",".",".",".","1.3",".","."
"Senior","","152","3.289","30.3","27.6","19.7","9.9","6.6",".","2.0","2.0","",".",".","",".",".",".","2.0",".","."
"Undergraduates","","345","3.317","29.0","32.5","20.6","8.1","4.3","0.3","2.0","1.7","",".",".","",".",".",".","1.4",".","."
"Special","","6","3.500",".","16.7",".",".",".",".",".","83.3","",".",".","",".",".",".",".",".","."
"Graduate","","56","3.869","41.1","12.5",".",".",".",".",".","30.4","",".","8.9","",".","1.8","3.6",".","1.8","."
"","Dept. Total","407","3.358","30.2","29.5","17.4","6.9","3.7","0.2","1.7","6.9","",".","1.2","",".","0.2","0.5","1.2","0.2","."
