"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ANIMAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","",""
"101
Livestock Production","001","79","3.203","30.4","13.9","39.2","8.9","3.8","2.5","1.3",".",".",".",".",".",".",".",".","."
"200
Biol&Apprec-Companion Anmls","001","144","2.678","17.4","16.0","16.7","16.0","20.1","10.4","2.8",".",".",".",".",".","0.7",".",".","."
"220
Grwth,Compos&Eval-Meat Anml","001","8","3.375","37.5",".","62.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","",""
"301
Physiol-Domestic & Lab Animals","001","36","2.792","16.7","13.9","22.2","22.2","19.4","2.8","2.8",".",".",".",".",".",".",".",".","."
"311
Comparative Animal Nutritn","001","36","3.167","25.0","22.2","22.2","22.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"313","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"313","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Feeds&Diet Formulatn","Course Total","5","***","","","","","","","","","","","","","","","",""
"375
Special Topics","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","030","4","***","","","","","","","","","",".",".",".",".",".",".","."
"431
Beef Cattle Production","001","14","2.964","14.3","21.4","28.6","14.3","21.4",".",".",".",".",".",".",".",".",".",".","."
"435
Animal Sciences Proseminar","001","24","3.854","79.2","12.5","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"468
Envir Impact-Livestock Operatn","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"626
Experimental Diet Design","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","14","3.941","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"725
Muscle Biology","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"875","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"875","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"875","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"875","005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"875","006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","18","3.761","61.1","16.7","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"950
Seminar in Animal Genomics","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"951
Seminar in Animal Breeding","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"954
Endocrinlgy-Reprodctve Phys","001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
