"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","102
001","17","3.853","76.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","21","3.714","61.9","23.8","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","18","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","17","3.324","47.1","29.4","5.9",".","11.8",".","5.9",".",".",".",".",".",".",".",".","."
"","102
005","17","3.765","70.6","23.5",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","102
006","22","3.875","72.7","13.6","4.5",".",".",".",".","4.5",".",".",".",".",".",".",".","4.5"
"Two-Dimensional Design","Course Total","112","3.741","67.9","21.4","4.5","0.9","2.7",".","0.9","0.9",".",".",".",".",".",".",".","0.9"
"","104
001","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","13","3.458","30.8","38.5","7.7","15.4",".",".",".",".",".",".",".",".",".","7.7",".","."
"","104
003","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","14","3.786","92.9",".",".",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","52","3.716","63.5","25.0","3.8","3.8",".","1.9",".",".",".",".",".",".",".","1.9",".","."
"Foundations of Contemp Art","108
001","170","3.393","36.5","34.7","15.3","5.9","3.5","2.4","1.2","0.6",".",".",".",".",".",".",".","."
"","112
001","14","3.250","21.4","50.0","21.4",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","112
002","17","3.500","29.4","35.3","29.4",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","112
003","14","3.462","28.6","42.9","7.1","14.3",".",".",".","7.1",".",".",".",".",".",".",".","."
"","112
004","17","3.529","41.2","35.3","11.8","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","112
005","17","3.500","29.4","47.1","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","112
006","20","3.450","55.0","20.0","10.0",".","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"","112
007","14","3.357","28.6","35.7","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","112
008","16","3.375","43.8","25.0","12.5","12.5",".","6.3",".",".",".",".",".",".",".",".",".","."
"","112
009","17","3.618","29.4","64.7","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","146","3.455","34.9","39.0","15.1","5.5","2.1","1.4","0.7","1.4",".",".",".",".",".",".",".","."
"","212
001","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
002","18","3.778","72.2","22.2",".",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","212
003","18","3.444","27.8","38.9","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","212
004","14","3.679","64.3","14.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing II","Course Total","64","3.703","62.5","21.9","10.9","3.1","1.6",".",".",".",".",".",".",".",".",".",".","."
"","214
001","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","23","3.935","91.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
001","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
002","15","3.567","40.0","33.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
003","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
004","18","3.861","72.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","64","3.766","62.5","28.1","9.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
001","20","3.395","30.0","40.0","10.0","5.0","10.0",".",".","5.0",".",".",".",".",".",".",".","."
"","224
002","16","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","52","3.716","67.3","15.4","9.6","1.9","3.8",".",".","1.9",".",".",".",".",".",".",".","."
"Textile Design: Weaving I","229
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","232
001","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","232
002","10","3.300","40.0","20.0","10.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","232
003","11","3.636","63.6","9.1","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","232
004","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 69 of 399"
