"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","11069","3.303","36.6","20.8","18.5","7.1","5.1","1.6","0.9","6.9","0.1","0.4",".","1.6","0.3","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","685","3.554","55.2","24.7","12.8","4.4","1.5","0.3","1.0","0.1",".",".",".",".",".",".",".","."
"Sophomore","","823","3.086","31.7","20.0","25.3","10.2","7.5","1.9","1.6","1.2",".","0.1",".",".","0.2","0.1",".","."
"Junior","","2033","3.114","30.0","22.7","23.6","11.2","8.0","2.6","1.5","0.3",".","0.0",".",".","0.0",".","0.0","."
"Senior","","4450","3.232","35.1","22.9","22.4","8.7","6.9","2.1","0.9","0.4","0.0","0.2",".",".","0.1","0.1","0.1","0.0"
"Undergraduates","","7991","3.209","35.1","22.7","22.2","9.1","6.7","2.1","1.2","0.4","0.0","0.2",".",".","0.1","0.1","0.1","0.0"
"Special","","175","3.215","33.7","18.3","15.4","4.6","8.0","2.3","1.7","8.6",".","0.6",".","0.6","5.1",".","1.1","."
"Graduate","","3028","3.670","39.8","14.8","8.1","1.8","0.3","0.1","0.1","23.4","0.3","4.4",".","5.8","0.7","0.2","0.2","0.0"
"Prof Yr 3","","6","3.786","33.3","16.7",".",".",".",".",".","16.7",".","16.7",".","16.7",".",".",".","."
"Prof Yr 4","","3","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","9","3.885","44.4","11.1",".",".",".",".",".","22.2",".","11.1",".","11.1",".",".",".","."
"","College Total","11203","3.303","36.4","20.5","18.3","7.1","5.0","1.5","0.9","6.8","0.1","1.3",".","1.6","0.3","0.1","0.1","0.0"
