"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Animal Behavior","449
001","87","2.753","13.8","10.3","29.9","10.3","29.9","2.3","1.1","2.3",".",".",".",".",".",".",".","."
"Behavioral Neuroscience","454
001","52","3.186","32.7","25.0","13.5","11.5","11.5","1.9","1.9",".",".",".",".",".",".",".","1.9","."
"","455
001","13","3.654","53.8","30.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
455","11","3.227","36.4","27.3","9.1",".","27.3",".",".",".",".",".",".",".",".",".",".","."
"","455
003","12","3.000","41.7","8.3","16.7","8.3","16.7",".","8.3",".",".",".",".",".",".",".",".","."
"","455
004","8","3.375","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","455
005","8","3.071","12.5","12.5","50.0",".","12.5",".",".",".",".",".",".",".",".",".","12.5","."
"Lab in Behavioral Neurosci","Course Total","52","3.284","36.5","21.2","23.1","3.8","11.5",".","1.9",".",".",".",".",".",".",".","1.9","."
"Honors: Psych of Perception","486
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Abnormal Psychology","509
001","354","2.722","22.0","12.1","15.8","11.6","27.4","6.5","3.1","1.4",".",".",".",".",".",".",".","."
"Behavior Pathology:Neuroses","511
001","115","3.304","41.7","20.0","13.0","14.8","3.5","1.7","2.6","1.7",".",".",".",".",".",".","0.9","."
"","517
001","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","517
002","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Clinical Psych","Course Total","51","3.961","92.2","7.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Women","522
001","22","3.159","27.3","4.5","50.0","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Neurobiology","523
001","22","3.262","27.3","18.2","40.9","4.5",".","4.5",".",".",".",".",".",".",".","4.5",".","."
"","530
002","142","3.043","24.6","14.8","26.1","19.0","11.3","3.5",".","0.7",".",".",".",".",".",".",".","."
"","003
530","72","3.743","58.3","31.9","4.2","1.4","1.4",".",".","1.4","1.4",".",".",".",".",".",".","."
"Intro-Social Psychology","Course Total","214","3.275","36.0","20.6","18.7","13.1","7.9","2.3",".","0.9","0.5",".",".",".",".",".",".","."
"Honors Seminar-Social Psych","585
001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Anal-Psych Experiments","610
001","26","3.848","65.4","19.2","3.8",".",".",".",".","11.5",".",".",".",".",".",".",".","."
"","618
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","618
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
003","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
004","40","3.991","97.5",".","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
005","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
006","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Topics","Course Total","91","3.976","96.7","1.1","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organization and Job Design","653
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
024","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682
031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Seminar in Psych","686
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","691
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
