"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1253","3.382","39.8","20.3","16.4","5.9","6.5","1.4","0.4","5.2","",".","2.7",".","1.0","0.2",".",".","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","128","2.990","30.5","16.4","21.1","11.7","15.6","4.7",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","219","3.188","30.1","22.4","23.3","11.0","11.0","1.4","0.5","0.5","",".",".",".",".",".",".",".","."
"Junior","","252","3.381","35.7","30.2","21.4","4.4","6.0","1.2","0.8",".","",".",".",".",".",".",".",".","0.4"
"Senior","","360","3.485","47.5","21.4","15.3","6.1","5.6","1.4","0.3","2.5","",".",".",".",".",".",".",".","."
"Undergraduates","","959","3.327","38.2","23.3","19.5","7.5","8.2","1.8","0.4","1.0","",".",".",".",".",".",".",".","0.1"
"Special","","20","2.929","25.0","5.0","15.0","10.0","15.0","5.0","5.0","20.0","",".",".",".",".",".",".",".","."
"Graduate","","269","3.813","46.8","10.4","5.2",".",".",".",".","19.0","",".","12.6",".","4.8","1.1",".",".","."
"Prof Yr 3","","4","3.700","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","5","3.500","40.0","40.0","20.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","1253","3.382","39.8","20.3","16.4","5.9","6.5","1.4","0.4","5.2","",".","2.7",".","1.0","0.2",".",".","0.1"
