"","990
016","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
022","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","11","",".",".",".",".",".",".",".","72.7","9.1",".",".","9.1","",".","9.1",".","."
"N E
684","Dept. Total","293","3.300","24.6","22.2","23.9","6.8","2.0","1.4","0.7","15.4","0.3",".",".","2.4","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","8","3.120","12.5","12.5","62.5","12.5",".",".",".",".",".",".",".",".","",".",".",".","."
"Junior","","39","3.138","30.8","12.8","38.5","7.7","5.1","5.1",".",".",".",".",".",".","",".",".",".","."
"Senior","","96","3.191","28.1","22.9","30.2","9.4","4.2","2.1","2.1","1.0",".",".",".",".","",".",".",".","."
"Undergraduates","","144","3.170","27.8","19.4","34.7","9.0","4.2","2.8","1.4","0.7",".",".",".",".","",".",".",".","."
"Graduate","","150","3.489","21.3","24.7","14.0","4.7",".",".",".","29.3","0.7",".",".","4.7","",".","0.7",".","."
"","Dept. Total","294","3.300","24.5","22.1","24.1","6.8","2.0","1.4","0.7","15.3","0.3",".",".","2.4","",".","0.3",".","."
