"REHAB PSYCH & SPECIAL EDUC Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","",""
"999
008
Independent Reading","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"RP & SE
Dept. Total
194","652","3.773","64.7","20.6","7.4","1.8","0.6","0.2","0.3","3.8","",".",".","",".","0.6","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","76","3.566","44.7","34.2","17.1","2.6",".",".","1.3",".","",".",".","",".",".","",".",".",".","."
"Sophomore","58","3.534","36.2","46.6","10.3","5.2",".","1.7",".",".","",".",".","",".",".","",".",".",".","."
"Junior","100","3.650","54.0","31.0","9.0","3.0","3.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","211","3.846","77.7","12.8","7.1","1.4","0.5",".","0.5",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","445","3.726","61.3","24.9","9.7","2.5","0.9","0.2","0.4",".","",".",".","",".",".","",".",".",".","."
"Special","6","3.656","50.0","33.3","16.7",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","201","3.911","72.6","10.4","2.0","0.5",".",".",".","12.4","",".",".","",".","2.0","",".",".",".","."
"Dept. Total","652","3.773","64.7","20.6","7.4","1.8","0.6","0.2","0.3","3.8","",".",".","",".","0.6","",".",".",".","."
