"","990
041","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
042","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
061","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","23","",".",".",".",".",".",".",".","82.6","",".",".",".","17.4",".",".",".","."
"AN SCI
604","Dept. Total","438","3.060","33.6","13.5","19.9","11.2","10.3","4.1","1.6","4.8","",".",".",".","0.9","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","92","2.856","17.4","12.0","32.6","13.0","15.2","7.6","2.2",".","",".",".",".",".",".",".",".","."
"Sophomore","","90","2.967","27.8","16.7","17.8","13.3","15.6","6.7","1.1",".","",".",".",".",".","1.1",".",".","."
"Junior","","69","3.193","37.7","18.8","18.8","8.7","11.6","2.9","1.4",".","",".",".",".",".",".",".",".","."
"Senior","","114","3.058","38.6","13.2","18.4","16.7","7.9","2.6","2.6",".","",".",".",".",".",".",".",".","."
"Undergraduates","","365","3.006","30.4","14.8","21.9","13.4","12.3","4.9","1.9",".","",".",".",".",".","0.3",".",".","."
"Special","","8","3.571","62.5",".","37.5",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","67","3.771","52.2","7.5","6.0",".",".",".",".","28.4","",".",".",".","4.5",".",".","1.5","."
"Prof Yr 2","","2","4.000","50.0",".",".",".",".",".",".","50.0","",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".",".","",".",".",".","100.0",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"Professionals","","4","4.000","25.0",".",".",".",".",".",".","50.0","",".",".",".","25.0",".",".",".","."
"","Dept. Total","444","3.060","34.2","13.3","19.6","11.0","10.1","4.1","1.6","4.7","",".",".",".","0.9","0.2",".","0.2","."
