"","990
066","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
069","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","79","",".",".",".",".",".",".",".","96.2",".",".",".","2.5","1.3",".",".","."
"PSYCH
820","Dept. Total","4351","2.991","33.0","13.3","17.0","10.3","17.9","4.3","1.3","2.3","0.0",".",".","0.0","0.2","0.1","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","958","2.660","15.1","13.0","18.0","14.8","30.1","7.4","1.6",".",".",".",".",".",".",".",".","."
"Sophomore","","1010","2.854","20.8","15.0","21.8","15.0","19.7","5.1","2.1","0.4",".",".",".",".","0.1",".","0.1","."
"Junior","","876","3.002","34.5","14.5","17.8","9.1","17.8","4.2","1.6","0.2",".",".",".",".",".",".",".","0.2"
"Senior","","1105","3.300","48.8","13.1","16.3","6.5","11.4","2.0","0.6","0.6","0.1",".",".",".","0.1","0.1","0.4","."
"Undergraduates","","3949","2.958","30.3","13.9","18.4","11.3","19.5","4.6","1.4","0.3","0.0",".",".",".","0.1","0.0","0.1","0.1"
"Special","","65","3.177","41.5","13.8","3.1","6.2","13.8","4.6",".","15.4",".",".",".",".",".","1.5",".","."
"Graduate","","335","3.836","63.0","6.6","3.0","0.3","0.6",".",".","23.3",".",".",".","0.6","2.4","0.3",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","4351","2.991","33.0","13.3","17.0","10.3","17.9","4.3","1.3","2.3","0.0",".",".","0.0","0.2","0.1","0.1","0.0"
