"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"","990
013","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
016","3","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Thesis-Research","Course Total","29","",".",".",".",".",".",".",".","100.0","",".",".",".",".","",".",".",".","."
"CBE
220","Dept. Total","725","3.098","28.4","15.3","20.0","8.7","9.5","3.6","0.6","13.4","",".","0.3",".","0.1","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","21","2.526","9.5","14.3","19.0","19.0","19.0","14.3",".",".","",".",".",".",".","",".","4.8",".","."
"Junior","","105","2.931","21.9","21.0","23.8","17.1","9.5","4.8","1.9",".","",".",".",".",".","",".",".",".","."
"Senior","","375","3.031","31.5","16.5","21.9","10.9","13.9","4.3","0.5","0.3","",".","0.3",".",".","",".",".",".","."
"Undergraduates","","501","2.988","28.5","17.4","22.2","12.6","13.2","4.8","0.8","0.2","",".","0.2",".",".","",".","0.2",".","."
"Special","","7","2.364",".",".","57.1",".","28.6","14.3",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","240","3.583","35.8","10.0","12.5",".","0.4","0.4",".","40.0","",".","0.4",".","0.4","",".",".",".","."
"","Dept. Total","748","3.098","30.6","14.8","19.4","8.4","9.2","3.5","0.5","13.0","",".","0.3",".","0.1","",".","0.1",".","."
