"Lit Search Strategies&Analysis","","","","","","","","","","","","","","","","","","","","","","",""
"Biochm Genetics for Counselors","744
001","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Pract-Genetic Counselng","813
005","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","990
048","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MD GENET
616","Dept. Total","357","3.902","85.2","8.7","2.8","0.3","0.6","0.3","0.3","1.7","",".",".","",".","",".","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","54","3.897","94.4","1.9","1.9",".",".",".","1.9",".","",".",".","",".","",".","",".",".",".","."
"Junior","","76","3.959","94.7","2.6","2.6",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","165","3.970","95.8","3.0","0.6","0.6",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","296","3.954","95.3","2.7","1.4","0.3",".",".","0.3",".","",".",".","",".","",".","",".",".",".","."
"Special","","9","2.976","33.3","33.3","11.1",".","11.1","11.1",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","52","3.649","36.5","38.5","9.6",".","1.9",".",".","11.5","",".",".","",".","",".","",".",".","1.9","."
"","Dept. Total","357","3.902","85.2","8.7","2.8","0.3","0.6","0.3","0.3","1.7","",".",".","",".","",".","",".",".","0.3","."
