"","999
013","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
019","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
030","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Study","Course Total","6","3.833","66.7","16.7","16.7",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"DS
359","Dept. Total","775","3.353","29.9","31.5","23.5","6.6","4.8","1.4","0.1","1.8","",".",".","",".","0.3","",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","86","3.053","16.3","24.4","34.9","9.3","9.3","4.7",".",".","",".",".","",".",".","",".",".",".","1.2"
"Sophomore","","123","3.213","17.9","28.5","37.4","8.9","6.5",".",".","0.8","",".",".","",".",".","",".",".",".","."
"Junior","","159","3.243","20.1","36.5","26.4","8.2","6.9","1.9",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","344","3.481","37.5","34.6","17.4","5.2","2.6","1.2",".","1.5","",".",".","",".",".","",".",".",".","."
"Undergraduates","","712","3.331","27.7","32.7","25.0","7.0","5.1","1.5",".","0.8","",".",".","",".",".","",".",".",".","0.1"
"Special","","8","3.143","37.5","25.0","12.5",".",".",".","12.5","12.5","",".",".","",".",".","",".",".",".","."
"Graduate","","55","3.766","58.2","16.4","5.5","1.8","1.8",".",".","12.7","",".",".","",".","3.6","",".",".",".","."
"","Dept. Total","775","3.353","29.9","31.5","23.5","6.6","4.8","1.4","0.1","1.8","",".",".","",".","0.3","",".",".",".","0.1"
