"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","",""
"","990
038","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","38","",".",".",".",".",".",".",".","84.2","",".",".",".","2.6",".",".","13.2","."
"HORT
476","Dept. Total","320","3.390","36.3","21.9","18.1","4.4","4.4","0.9","1.3","10.6","",".",".",".","0.3","0.3",".","1.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.000","7.1","39.3","28.6","10.7","7.1","3.6","3.6",".","",".",".",".",".",".",".",".","."
"Sophomore","","40","3.473","32.5","40.0","20.0","5.0","2.5",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","58","3.482","58.6","13.8","19.0",".","3.4","1.7","3.4",".","",".",".",".",".",".",".",".","."
"Senior","","113","3.328","39.8","21.2","20.4","8.0","8.0","0.9","0.9",".","",".",".",".",".","0.9",".",".","."
"Undergraduates","","239","3.348","39.3","24.7","20.9","5.9","5.9","1.3","1.7",".","",".",".",".",".","0.4",".",".","."
"Special","","3","3.786","33.3","33.3",".",".",".",".",".","33.3","",".",".",".",".",".",".",".","."
"Graduate","","78","3.678","26.9","12.8","10.3",".",".",".",".","42.3","",".",".",".","1.3",".",".","6.4","."
"","Dept. Total","320","3.390","36.3","21.9","18.1","4.4","4.4","0.9","1.3","10.6","",".",".",".","0.3","0.3",".","1.6","."
