"","999
025","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
107","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
134","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1320","3.446","33.1","37.1","21.1","4.4","2.9","0.3","0.3","0.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","3.625","50.0","25.0","25.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","402","3.363","23.6","41.0","26.9","4.2","3.2","0.5","0.5",".","",".",".","",".","",".","",".",".",".","."
"Senior","","581","3.448","32.5","37.3","20.7","5.2","2.9","0.3","0.2","0.9","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","987","3.414","29.0","38.8","23.2","4.8","3.0","0.4","0.3","0.5","",".",".","",".","",".","",".",".",".","."
"Special","","58","3.260","32.8","27.6","15.5","10.3","10.3",".","1.7","1.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","270","3.613","48.5","32.2","14.8","1.9","0.7",".",".","1.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","5","3.600","20.0","80.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1320","3.446","33.1","37.1","21.1","4.4","2.9","0.3","0.3","0.8","",".",".","",".","",".","",".",".",".","."
