"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"681","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","17","3.940","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"690
Thesis Colloquium","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"691","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","17","3.571","41.2","23.5","17.6",".","5.9",".",".",".",".",".",".",".",".",".","11.8","."
"701
History in Global Perspective","001","","35","",".",".",".",".",".",".",".",".",".","97.1",".",".",".",".",".","2.9"
"703
History and Theory","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Hist: Higher Ed-Europe&Amer","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"725
Prosem-Mod E Asian History","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"730","001","","10","3.839","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"730","002","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prosem-Latin Amer History","Course Total","","20","3.871","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"753
Smr-Comparative World Hist","001","","16","3.600","25.0","62.5","6.3",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"805
Seminar-Medieval History","001","","8","3.833","25.0","12.5",".",".",".",".",".","37.5",".",".",".","25.0",".",".",".","."
"814
Smr-Hist Eur Dur Reform","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"825
Seminar-19th-20th C Europe","001","","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"837
Smr: Mod Britain & Ireland","001","","12","3.727","41.7","50.0",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"855
Smr-Modern Japanese History","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"858
Smr-Prob of Islamic History","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"861
Seminar-History of Africa","001","","13","3.294","46.2","30.8",".",".","7.7",".","7.7",".",".",".",".",".",".",".",".","7.7"
