"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"Mod British or Am Lit-Bkgrd","Course Total","","57","3.219","19.3","49.1","17.5","5.3","3.5",".","5.3",".",".",".",".",".",".",".",".","."
"553
Modern Critical Theories","001","","21","3.429","23.8","47.6","23.8",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"606
Theme of Early Amer Lit","001","","26","3.200","3.8","53.8","26.9",".","11.5",".",".",".",".",".",".",".","3.8",".",".","."
"608
Colnl&Early Romantic Am Lit","001","","29","3.931","86.2","13.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"626","001","","33","3.409","36.4","27.3","33.3",".",".",".","3.0",".",".",".",".",".",".",".",".","."
"626","002","","25","3.240","32.0","12.0","36.0","12.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"Theme in 19th C Amer Lit","Course Total","","58","3.336","34.5","20.7","34.5","5.2","3.4",".","1.7",".",".",".",".",".",".",".",".","."
"630","001","","23","3.000","17.4","21.7","34.8","13.0","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"630","002","","31","3.113","16.1","22.6","41.9","12.9","3.2","3.2",".",".",".",".",".",".",".",".",".","."
"Theme in 20th C Amer Lit","Course Total","","54","3.065","16.7","22.2","38.9","13.0","5.6","1.9","1.9",".",".",".",".",".",".",".",".","."
"635","001","","31","3.306","19.4","38.7","32.3","3.2","6.5",".",".",".",".",".",".",".",".",".",".","."
"635","002","","16","3.594","37.5","50.0","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Maj Amer Novelists-1914-45","Course Total","","47","3.404","25.5","42.6","23.4","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"649
Modernity in Native Amer Lit","001","","10","3.600","50.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"650
Contemp Am Ind Lit Since 1953","001","","12","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","8","3.929","75.0","12.5",".",".",".",".",".",".",".",".",".","12.5",".",".",".","."
"682","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","3","***","","","","","","","","","","","","","","","",""
"695
Directed Creative Writing","057","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
