"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"691","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"691","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"693","066","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"693","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Behavior Problems","Course Total","","6","3.921","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","011","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","016","","18","3.977","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","33","3.938","87.9","12.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","024","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","040","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","060","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","75","3.995","98.7","1.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","017","","43","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","023","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","031","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"697","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","058","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Human Behavior","Course Total","","84","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 282 of 399",""
