"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"596
Adv Prac-Tch Engl Secn Schl","001","","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"600
Methods-Instructn w/Technol","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"604
Seminar on Literacy","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"606
Criticl Educ Pract-Internet","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"620
Fld Proj-Lib&Info Agencies","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"660","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"660","002","","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Early Childhood Education","Course Total","","46","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"673
Learning 2nd Lang & Literacies","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"674
Adv Methods in Teaching ESL","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"675","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","002","","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","43","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"675","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","","10","3.700","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","004","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","005","","19","3.770","78.9","10.5","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"675","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"675","007","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"675","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Seminar","Course Total","","108","3.899","93.5","3.7","1.9",".","0.9",".",".",".",".",".",".",".",".",".",".","."
"690","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","22","4.000","90.9",".",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"701
Analys-Computers in Curric","001","","13","4.000","84.6",".",".",".",".",".",".",".",".",".",".",".","15.4",".",".","."
"715
Design of Rsch in Curric","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","","Page 84 of 399"
