"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","353","2.625","18.1","7.4","24.9","11.9","26.3","6.2","4.8",".",".",".",".",".",".","0.3",".","."
"","002
103","354","2.924","19.2","16.7","28.8","9.3","22.3","2.8","0.8",".",".",".",".",".",".",".",".","."
"","103
003","340","2.950","20.6","11.5","36.2","7.9","20.0","3.2","0.3",".",".",".",".",".",".",".","0.3","."
"","004
103","347","3.091","25.6","16.1","33.7","6.1","15.9","2.0","0.6",".",".",".",".",".",".",".",".","."
"","103
005","288","3.194","33.3","14.6","27.4","12.5","10.1","1.4","0.7",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1682","2.947","23.0","13.2","30.3","9.5","19.3","3.2","1.5",".",".",".",".",".",".","0.1","0.1","."
"General Chemistry","104
001","305","2.533","10.2","4.9","38.7","3.3","31.8","7.5","3.6",".",".",".",".",".",".",".",".","."
"General Chemistry","108
001","215","2.942","22.3","18.1","34.0","4.7","12.6","2.8","5.6",".",".",".",".",".",".",".",".","."
"","109
001","277","3.134","17.7","29.6","27.1","17.3","6.9","0.7","0.7",".",".",".",".",".",".",".",".","."
"","109
002","283","3.041","19.4","21.2","29.3","13.1","14.5","1.4","0.7",".",".",".",".",".",".","0.4",".","."
"","109
003","143","3.378","44.1","11.9","27.3","10.5","5.6","0.7",".",".",".",".",".",".",".",".",".","."
"Advanced General Chemistry","Course Total","703","3.146","23.8","22.6","28.0","14.2","9.7","1.0","0.6",".",".",".",".",".",".","0.1",".","."
"Chemical Principles I","115
001","26","3.731","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","",""
"Fundamentals of Analytical Sci","327
001","80","3.031","28.8","11.3","23.8","15.0","20.0",".","1.3",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","329
001","49","3.173","18.4","42.9","14.3","12.2","10.2",".","2.0",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","341
001","148","2.847","25.7","12.2","16.2","12.8","27.7","1.4","3.4","0.7",".",".",".",".",".",".",".","."
"","342
001","10","3.278","20.0","30.0","20.0","20.0",".",".",".","10.0",".",".",".",".",".",".",".","."
"","342
002","8","3.313","37.5","25.0","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","342
003","11","3.455","36.4","27.3","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","342
005","13","3.308","23.1","30.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","342
006","17","3.353","29.4","29.4","29.4","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"Organic Chemistry Lab","Course Total","59","3.345","28.8","28.8","25.4","11.9","3.4",".",".","1.7",".",".",".",".",".",".",".","."
"","343
001","342","2.760","16.7","9.1","33.9","5.6","29.5","2.9","2.3",".",".",".",".",".",".",".",".","."
"","343
002","266","2.724","19.2","6.8","30.1","8.6","27.8","4.5","3.0",".",".",".",".",".",".",".",".","."
"","343
003","222","2.925","14.4","12.2","45.0","11.7","10.4","5.9",".",".",".",".",".",".","0.5",".",".","."
"","343
004","41","3.463","36.6","24.4","36.6",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","871","2.824","17.8","9.9","35.7","7.8","22.8","4.0","1.8",".",".",".",".",".","0.1",".",".","."
"","344
001","14","3.357","28.6","28.6","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
002","17","3.353","41.2","5.9","35.3","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","16","3.313","25.0","31.3","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
004","16","3.313","25.0","31.3","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
006","14","3.250","28.6","28.6","14.3","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
007","18","3.250","22.2","27.8","27.8","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
008","18","3.250","27.8","33.3","11.1","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
009","17","3.294","29.4","17.6","41.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
010","16","3.406","43.8","12.5","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
011","18","3.278","16.7","33.3","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","18","3.278","22.2","33.3","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
013","18","3.333","27.8","27.8","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".","."
