"","999
044","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
046","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
099","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","16","3.942","87.5","12.5",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"POLI SCI
778","Dept. Total","4427","3.124","23.6","25.5","24.5","13.8","7.4","2.1","1.2","1.1","0.0","0.1","",".","0.2","0.2","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","812","2.858","13.3","20.8","26.0","21.2","12.2","4.7","1.8",".",".",".","",".",".",".",".",".","."
"Sophomore","","947","3.085","20.3","26.8","23.9","16.2","9.1","2.5","0.8","0.1",".",".","",".",".","0.2","0.1",".","."
"Junior","","1061","3.189","24.5","28.3","25.3","12.7","6.0","0.8","1.6","0.1",".","0.1","",".",".","0.2","0.5",".","."
"Senior","","1329","3.224","27.5","25.9","26.9","11.0","5.5","1.4","0.8","0.5",".","0.2","",".","0.1","0.2","0.1",".","."
"Undergraduates","","4149","3.106","22.3","25.7","25.6","14.6","7.8","2.1","1.2","0.2",".","0.1","",".","0.0","0.1","0.2",".","."
"Special","","85","3.143","22.4","23.5","15.3","8.2","8.2","3.5",".","11.8",".","1.2","",".",".",".","2.4","3.5","."
"Graduate","","192","3.797","51.6","21.9","4.7",".",".",".",".","15.1","0.5",".","",".","4.2","1.6","0.5",".","."
"Prof Yr 2","","1","",".",".",".",".",".",".",".","100.0",".",".","",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0",".",".","",".",".",".",".",".","."
"","Dept. Total","4427","3.124","23.6","25.5","24.5","13.8","7.4","2.1","1.2","1.1","0.0","0.1","",".","0.2","0.2","0.2","0.1","."
