"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","93302","3.200","33.7","20.4","20.9","8.1","8.5","2.3","1.3","2.8","0.0","1.2","0.0","0.2","0.1","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","19514","3.069","26.9","20.7","23.7","9.7","11.8","3.2","1.6","0.0",".","2.3","0.1",".","0.0","0.0","0.0","0.0"
"Sophomore","","20676","3.117","28.8","21.2","24.3","9.9","10.5","2.7","1.4","0.1","0.0","0.8","0.0",".","0.0","0.1","0.1","0.0"
"Junior","","19638","3.165","31.9","21.8","23.0","8.8","9.2","2.4","1.7","0.4","0.0","0.4","0.0","0.0","0.0","0.1","0.1","0.0"
"Senior","","21317","3.250","36.1","21.8","20.9","8.0","7.4","2.1","1.3","1.5","0.1","0.5","0.0","0.1","0.1","0.1","0.1","0.0"
"Undergraduates","","81145","3.149","31.0","21.4","23.0","9.1","9.7","2.6","1.5","0.5","0.0","1.0","0.0","0.0","0.0","0.1","0.1","0.0"
"Special","","1527","3.339","33.5","14.5","13.4","4.8","3.8","1.5","1.2","19.3","0.1","3.6","0.3",".","0.3","1.5","2.2","0.1"
"Graduate","","10602","3.775","54.9","13.6","6.2","0.8","0.5","0.1","0.1","18.2","0.2","2.6",".","1.3","0.9","0.1","0.5","0.1"
"Prof Yr 1","","73","3.852","80.8","13.7","4.1",".",".",".",".","1.4",".",".",".",".",".",".",".","."
"Prof Yr 2","","58","3.825","75.9","12.1","5.2",".","1.7",".",".","3.4",".","1.7",".",".",".",".",".","."
"Prof Yr 3","","70","3.709","61.4","22.9","10.0","1.4",".",".",".","2.9",".",".",".","1.4",".",".",".","."
"Prof Yr 4","","18","3.942","77.8","11.1",".",".",".",".",".",".",".",".",".","5.6",".",".","5.6","."
"Professionals","","219","3.800","73.1","16.0","5.9","0.5","0.5",".",".","2.3",".","0.5",".","0.9",".",".","0.5","."
"","College Total","93493","3.200","33.9","20.4","20.9","8.1","8.5","2.3","1.3","2.8","0.0","1.2","0.0","0.2","0.1","0.1","0.2","0.0"
