"TERM : 1062","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2005-2006","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"FINANCE, INVESTMENT & BANKI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","",""
"FINANCE
Dept. Total
233","1054","3.267","26.9","23.6","32.4","8.3","6.6","0.5","0.2","0.9","0.1",".","",".","0.1","0.1","0.2","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","",""
"Junior","250","3.155","23.6","21.6","32.4","8.4","12.8","0.4","0.4",".",".",".","",".",".",".","0.4",".","."
"Senior","489","3.204","24.1","19.4","35.8","11.2","7.4","0.4",".","1.2","0.2",".","",".",".",".","0.2",".","."
"Undergraduates","739","3.187","24.0","20.2","34.6","10.3","9.2","0.4","0.1","0.8","0.1",".","",".",".",".","0.3",".","."
"Special","73","3.282","31.5","20.5","34.2","4.1","2.7","2.7","1.4","1.4",".",".","",".",".","1.4",".",".","."
"Graduate","237","3.492","34.2","35.0","25.3","3.4",".",".",".","1.3",".",".","",".","0.4",".",".","0.4","."
"Prof Yr 2","3","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","5","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Dept. Total","1054","3.267","26.9","23.6","32.4","8.3","6.6","0.5","0.2","0.9","0.1",".","",".","0.1","0.1","0.2","0.1","."
