"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","203
011","22","2.762",".","4.5","54.5","22.7","13.6",".",".","4.5",".",".",".",".",".",".",".","."
"","203
012","20","3.000","20.0","25.0","30.0","5.0","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"","203
013","22","3.545","50.0","22.7","13.6","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"","203
014","22","3.205","22.7","27.3","31.8","4.5","13.6",".",".",".",".",".",".",".",".",".",".","."
"","203
015","24","2.792","8.3","12.5","41.7","12.5","20.8","4.2",".",".",".",".",".",".",".",".",".","."
"","203
016","24","3.318","20.8","33.3","25.0","8.3","4.2",".",".","8.3",".",".",".",".",".",".",".","."
"","203
017","22","3.409","40.9","31.8","13.6","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","203
018","20","3.025","15.0","20.0","40.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","203
019","19","3.079","36.8","21.1","15.8","5.3","10.5","5.3","5.3",".",".",".",".",".",".",".",".","."
"","203
020","21","3.310","38.1","19.0","23.8","4.8","14.3",".",".",".",".",".",".",".",".",".",".","."
"","203
021","24","3.417","20.8","45.8","29.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","203
022","24","3.208","29.2","16.7","37.5","8.3","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","203
023","23","3.455","21.7","43.5","30.4",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"","203
024","23","3.152","8.7","39.1","30.4","17.4","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
025","23","3.182","13.0","39.1","26.1","4.3","13.0",".",".","4.3",".",".",".",".",".",".",".","."
"","203
026","23","3.130","13.0","26.1","47.8",".","13.0",".",".",".",".",".",".",".",".",".",".","."
"","203
027","20","2.625","20.0","15.0","20.0","10.0","20.0","5.0","10.0",".",".",".",".",".",".",".",".","."
"","203
028","23","3.304","39.1","8.7","47.8",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"","203
029","24","3.042","8.3","20.8","50.0","12.5","8.3",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","646","3.152","22.0","24.0","33.3","7.9","9.3","1.2","1.1","1.2",".",".",".",".",".",".",".","."
"","204
001","22","3.523","45.5","22.7","27.3",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","002
204","22","3.159","18.2","36.4","22.7","4.5","18.2",".",".",".",".",".",".",".",".",".",".","."
"","204
003","17","3.029","11.8","5.9","64.7","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","204
004","21","3.619","42.9","38.1","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
005","23","3.261","34.8","13.0","30.4","13.0","8.7",".",".",".",".",".",".",".",".",".",".","."
"","204
006","23","3.587","52.2","26.1","8.7","13.0",".",".",".",".",".",".",".",".",".",".",".","."
"","204
007","23","3.136","21.7","13.0","43.5","4.3","13.0",".",".","4.3",".",".",".",".",".",".",".","."
"","204
008","21","3.095","14.3","28.6","28.6","19.0","9.5",".",".",".",".",".",".",".",".",".",".","."
"","204
009","24","3.283","33.3","25.0","20.8","4.2","8.3","4.2",".","4.2",".",".",".",".",".",".",".","."
"","204
010","22","3.405","27.3","36.4","22.7","4.5","4.5",".",".","4.5",".",".",".",".",".",".",".","."
"","204
011","22","2.905","4.5","27.3","45.5",".","13.6",".","4.5","4.5",".",".",".",".",".",".",".","."
"","204
012","24","3.396","33.3","25.0","29.2","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","204
013","22","3.477","54.5","9.1","22.7","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","204
014","21","3.325","19.0","28.6","42.9","4.8",".",".",".","4.8",".",".",".",".",".",".",".","."
"","015
204","22","3.295","45.5","9.1","22.7","4.5","18.2",".",".",".",".",".",".",".",".",".",".","."
"","204
016","23","3.239","8.7","39.1","47.8",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
017","20","3.075","15.0","25.0","35.0","10.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","204
018","22","3.523","68.2","4.5","18.2",".","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","204
019","23","3.114","34.8","13.0","13.0","8.7","26.1",".",".",".",".",".",".",".",".",".",".","4.3"
"","204
020","23","3.283","26.1","21.7","43.5",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","204
021","23","2.978","17.4","13.0","47.8","8.7","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"","204
022","22","2.810","13.6","27.3","36.4",".","4.5",".","13.6","4.5",".",".",".",".",".",".",".","."
"","204
023","23","3.109","13.0","13.0","56.5","17.4",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","508","3.249","28.7","21.9","32.3","6.3","8.1","0.2","1.2","1.2",".",".",".",".",".",".",".","0.2"
"","223
001","188","3.580","54.3","21.3","16.0","5.3","2.7",".","0.5",".",".",".",".",".",".",".",".","."
"","223
002","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 302 of 399",""
