"ALS","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGICAL SYSTEMS ENGINE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","",""
"BSE
112","Dept. Total","220","3.227","31.8","13.6","16.4","7.7","9.5","2.3","0.5","6.4","",".","6.8","",".","5.0","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","14","3.250","42.9","21.4","14.3","7.1",".","14.3",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","42","3.227","28.6","21.4","26.2","9.5","14.3",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","104","3.080","25.0","11.5","20.2","9.6","14.4","2.9","1.0",".","",".","14.4","",".","1.0","",".",".",".","."
"Undergraduates","","160","3.136","27.5","15.0","21.3","9.4","13.1","3.1","0.6",".","",".","9.4","",".","0.6","",".",".",".","."
"Special","","2","3.500",".","50.0",".",".",".",".",".","50.0","",".",".","",".",".","",".",".",".","."
"Graduate","","52","3.667","38.5","9.6","3.8","3.8",".",".",".","25.0","",".",".","",".","19.2","",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","220","3.227","31.8","13.6","16.4","7.7","9.5","2.3","0.5","6.4","",".","6.8","",".","5.0","",".",".",".","."
