"","990
097","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
098","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
099","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","100","",".",".",".",".",".",".",".","96.0",".",".",".","3.0",".",".","1.0","."
"PHYSICS
754","Dept. Total","2839","2.978","22.4","17.6","22.5","13.5","16.6","2.2","1.2","3.7","0.0",".",".","0.1","0.1","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","160","3.061","26.9","16.3","24.4","16.3","13.8","1.3","1.3",".",".",".",".",".",".",".",".","."
"Sophomore","","745","2.900","18.1","16.8","25.6","16.4","19.3","3.0","0.8",".",".",".",".",".",".",".",".","."
"Junior","","974","2.963","20.5","19.7","23.7","15.5","17.4","1.7","1.4",".",".",".",".",".",".",".",".","."
"Senior","","622","2.901","21.7","16.9","22.5","12.2","20.7","3.2","1.6","0.2","0.2",".",".","0.2",".","0.5","0.2","."
"Undergraduates","","2501","2.935","20.5","17.9","24.0","15.0","18.6","2.4","1.3","0.0","0.0",".",".","0.0",".","0.1","0.0","."
"Special","","32","3.180","37.5","12.5","21.9","3.1","9.4","3.1","3.1","9.4",".",".",".",".",".",".",".","."
"Graduate","","306","3.640","36.6","15.4","9.8","2.0","1.0",".",".","32.7",".",".",".","1.0","1.0",".","0.7","."
"","Dept. Total","2839","2.978","22.4","17.6","22.5","13.5","16.6","2.2","1.2","3.7","0.0",".",".","0.1","0.1","0.1","0.1","."
