"Smr-Latin American Area","982
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
022","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
032","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"PORTUG
782","Dept. Total","233","3.336","47.6","15.5","15.0","4.3","11.2","1.7","1.3","2.6","",".","0.9","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.250","34.8","26.1","21.7","8.7","4.3",".","4.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","51","3.098","37.3","15.7","13.7","5.9","25.5",".","2.0",".","",".",".","",".","",".","",".",".",".","."
"Junior","","60","3.242","48.3","10.0","18.3","5.0","13.3","3.3","1.7",".","",".",".","",".","",".","",".",".",".","."
"Senior","","56","3.413","48.2","19.6","16.1","3.6","7.1","3.6",".","1.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","190","3.252","43.7","16.3","16.8","5.3","13.7","2.1","1.6","0.5","",".",".","",".","",".","",".",".",".","."
"Special","","4","3.643","50.0","25.0","25.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","38","3.871","65.8","10.5","5.3",".",".",".",".","13.2","",".","5.3","",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","233","3.336","47.6","15.5","15.0","4.3","11.2","1.7","1.3","2.6","",".","0.9","",".","",".","",".",".",".","."
