"EGR","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Contemp Iss-Engr Profession","101
001","246","3.945","92.7","5.3","0.8","0.8","0.4",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","160
001","176","3.577","44.9","33.0","17.0","2.8","2.3",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","160
002","120","3.617","49.2","27.5","21.7","0.8","0.8",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Introduction to Engineering","Course Total","296","3.593","46.6","30.7","18.9","2.0","1.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"INTEREGR
496","Dept. Total","542","3.669","67.5","19.2","10.7","1.5","1.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","443","3.663","67.5","19.4","9.9","1.8","1.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","90","3.683","65.6","20.0","14.4",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","9","3.824","88.9",".","11.1",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","542","3.669","67.5","19.2","10.7","1.5","1.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","542","3.669","67.5","19.2","10.7","1.5","1.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
