"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"701","048","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Piano","Course Total","11","3.864","81.8","9.1","9.1",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"705","006","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"705","062","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Voice","Course Total","6","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"707
Doctoral Level-Flute","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"709
Doctoral Level-Oboe","059","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"71
Basic Violin","082","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"711
Doctoral Level-Clarinet","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"717
Doctoral Level-Horn","020","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"719
Doctoral Level-Trumpet","063","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"721
Doctoral Level-Trombone","089","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"723
Doctoral Level Euphonium","035","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"727
Doctoral Level Percussion","033","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"73
Basic Viola","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"731","025","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"731","083","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Violin","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"732","002","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"732","040","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level Conducting","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"733
Doctoral Level-Viola","004","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"735
Doctoral Level-Cello","026","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"740
Doctoral Level-Guitar","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"742
Doc Lev Priv Instr-Accompanyng","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"747
Doctoral Level Composition","046","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"76
Basic Guitar","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"77
Basic String Bass","066","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","020","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","025","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","046","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","047","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Recital","Course Total","6","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"999","002","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","004","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","008","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","011","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","020","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","025","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","026","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","027","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","","","","","Page 267 of 399",""
