"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
047","18","3.361","22.2","38.9","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
048","18","3.389","38.9","16.7","33.3","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
050","19","3.316","31.6","26.3","31.6","5.3",".","5.3",".",".",".",".",".",".",".",".",".","."
"Freshman Composition","Course Total","902","3.562","45.3","32.7","16.4","3.3","1.2","0.3","0.7",".",".",".",".",".",".",".",".","."
"","110
001","13","",".",".",".",".",".",".",".",".",".","69.2","23.1",".",".",".",".","7.7"
"","110
002","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
003","10","",".",".",".",".",".",".",".",".",".","90.0","10.0",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","37","",".",".",".",".",".",".",".",".",".","86.5","10.8",".",".",".",".","2.7"
"ESL:Intmed Engl Lang Skills","114
001","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
003","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","004
115","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"ESL: Grammar-Academic Use","Course Total","63","",".",".",".",".",".",".",".",".",".","96.8","3.2",".",".",".",".","."
"","116
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
002","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
003","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","116
004","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","116
005","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","82","",".",".",".",".",".",".",".",".",".","95.1","4.9",".",".",".",".","."
"","117
001","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","117
002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
003","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
005","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
006","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
007","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
008","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"ESL: Academic Writing I","Course Total","111","",".",".",".",".",".",".",".",".",".","95.5","4.5",".",".",".",".","."
"","118
001","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","15","3.400","46.7",".","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","118
003","13","3.346","30.8","30.8","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","118
004","15","3.133","33.3","26.7","13.3","13.3","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"","118
006","15","3.733","60.0","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
007","16","3.719","56.3","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","87","3.523","48.3","25.3","17.2","5.7","2.3",".","1.1",".",".",".",".",".",".",".",".","."
"","122
002","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","122
003","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","Course Total","27","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Myth and Literature","155
001","19","3.684","57.9","21.1","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","162
001","302","3.243","19.9","33.4","33.8","7.6","2.6","1.0","1.3",".",".",".",".",".",".","0.3",".","."
"Intro-Brit & Amer Lit pre-1914","167
001","245","3.305","24.9","32.2","30.6","6.5","4.1","0.4","0.8",".",".",".",".",".",".","0.4",".","."
"Intro to Modern Lit since 1900","168
001","332","3.074","15.4","23.8","32.5","21.7","4.8","0.3","1.2","0.3",".",".",".",".",".",".",".","."
"","169
001","142","3.333","18.3","44.4","23.9","10.6","2.1",".",".",".",".",".",".",".",".","0.7",".","."
"","169
002","249","3.281","25.7","26.9","34.9","7.6","3.2","0.8","0.8",".",".",".",".",".",".",".",".","."
