"TERM : 1062","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2005-2006","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"INDUSTRIAL RELATIONS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"492
IND REL","","","","","","","","","","","","","","","",""
"","990
025
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","990
060
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","990
067
3","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Research and Thesis","Course Total
5","***","","","","","","","","","","","","","",""
"IND REL
492","5
Dept. Total","",".",".",".",".",".",".",".","60.0","20.0",".",".",".","",".  
.  
20.0
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"492
IND REL","","","","","","","","","","","","","","","",""
"Graduate","5","",".",".",".",".",".",".",".","60.0","20.0",".",".",".","",".  
.  
20.0
."
"","Dept. Total
5","",".",".",".",".",".",".",".","60.0","20.0",".",".",".","",".  
.  
20.0
."
"February 17, 2011","","","","","","","","","","","","","","","","Page 225 of 399"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
