"TERM : 1062","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2005-2006","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","212","3.650","52.8","25.9","10.8","4.2","0.9","",".","",".","4.7","",".",".","",".","",".","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.667","50.0","36.4","13.6",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","27","3.673","48.1","44.4","3.7","3.7",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","42","3.646","54.8","23.8","16.7","4.8",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","62","3.514","43.5","27.4","16.1","8.1","3.2","",".","",".","1.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","153","3.600","48.4","30.7","13.7","5.2","1.3","",".","",".","0.7","",".",".","",".","",".","",".",".",".","."
"Special","","13","3.829","38.5","23.1",".",".",".","",".","",".","38.5","",".",".","",".","",".","",".",".",".","."
"Graduate","","45","3.820","71.1","11.1","4.4","2.2",".","",".","",".","8.9","",".",".","",".","",".","",".",".","2.2","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","212","3.650","52.8","25.9","10.8","4.2","0.9","",".","",".","4.7","",".",".","",".","",".","",".",".","0.5","."
