"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2709","3.379","38.4","24.9","18.5","8.3","3.8","1.6","0.8","2.6","0.1","0.4",".","0.2","0.2","0.1","0.0","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","103","3.026","15.5","27.2","30.1","10.7","9.7","5.8",".",".",".",".",".",".",".",".",".","1.0"
"Sophomore","","444","3.195","26.6","26.4","27.0","10.4","5.2","2.5","1.4","0.5",".",".",".",".",".",".",".","0.2"
"Junior","","783","3.327","35.6","26.1","21.1","9.5","4.9","1.7","0.8","0.4",".","0.1",".",".",".",".",".","."
"Senior","","1163","3.461","43.9","25.9","15.0","8.1","2.8","1.1","0.8","1.3","0.1","0.8",".",".","0.1","0.1","0.1","."
"Undergraduates","","2493","3.353","37.1","26.1","19.7","9.0","4.1","1.7","0.8","0.8","0.0","0.4",".",".","0.0","0.0","0.0","0.1"
"Special","","28","3.521","42.9","25.0","14.3",".",".",".","3.6","10.7",".",".",".",".","3.6",".",".","."
"Graduate","","168","3.858","51.8","10.1","2.4","0.6","0.6",".",".","27.4","1.2",".",".","3.0","2.4","0.6",".","."
"Prof Yr 1","","8","3.929","75.0","12.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","4","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","20","3.868","80.0","5.0","10.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","College Total","2709","3.379","38.4","24.9","18.5","8.3","3.8","1.6","0.8","2.6","0.1","0.4",".","0.2","0.2","0.1","0.0","0.1"
