"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","723
021","11","1.000","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
022","11","0.545",".",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","272","1.404","4.4",".","39.7",".","1.8",".",".",".",".",".",".",".",".",".",".","."
"","726
001","103","1.044","8.7",".","21.4","1.0","1.0",".",".","1.0",".",".",".",".",".",".",".","."
"","726
002","98","1.378","14.3",".","21.4",".","8.2",".",".",".",".",".",".",".",".",".",".","."
"","726
003","19","1.421","10.5",".","26.3",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","726
004","16","1.500","18.8",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
005","19","1.316","21.1",".","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
006","22","2.023","4.5","13.6","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Substan Criminal Law","Course Total","277","1.312","11.9","1.1","23.5","0.4","4.0",".",".","0.4",".",".",".",".",".",".",".","."
"Federal Law & Indian Tribes","730
001","22","3.294","27.3","18.2","27.3",".",".",".",".","22.7",".",".",".",".",".",".",".","."
"","731
001","47","3.538","40.4","12.8","25.5","4.3",".",".",".","14.9",".",".",".",".",".",".","2.1","."
"","731
002","83","3.645","54.2","10.8","14.5",".","1.2","2.4",".","16.9",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","130","3.599","49.2","11.5","18.5","1.5","0.8","1.5",".","16.2",".",".",".",".",".",".","0.8","."
"Real Estate Transactions I","732
001","51","3.256","31.4","21.6","17.6",".","2.0","3.9",".","19.6",".",".",".",".",".",".",".","."
"","733
001","103","3.194","39.8","5.8","17.5","2.9","1.0","5.8",".","22.3",".",".",".",".",".",".",".","."
"","733
002","35","3.481","34.3","11.4","28.6",".",".","2.9",".","22.9",".",".",".",".",".",".",".","."
"Trusts and Estates","Course Total","138","3.252","38.4","7.2","20.3","2.2","0.7","5.1",".","22.5",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","39","3.603","41.0","25.6","17.9","2.6",".",".",".","12.8",".",".",".",".",".",".",".","."
"Religion and the Constitution","739
001","31","3.633","48.4","25.8","22.6",".",".",".",".","3.2",".",".",".",".",".",".",".","."
"","740
001","32","3.469","46.9","25.0","21.9",".","3.1",".","3.1",".",".",".",".",".",".",".",".","."
"","740
002","38","3.594","42.1","15.8","26.3",".",".",".",".","15.8",".",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","70","3.531","44.3","20.0","24.3",".","1.4",".","1.4","8.6",".",".",".",".",".",".",".","."
"Bus Orgnztions II:Publ Corp","741
001","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","742
001","43","3.514","30.2","23.3","27.9",".",".",".",".","18.6",".",".",".",".",".",".",".","."
"","742
002","64","3.500","34.4","12.5","31.3","1.6",".",".",".","20.3",".",".",".",".",".",".",".","."
"","742
003","51","3.667","31.4","9.8","9.8","2.0",".",".",".","47.1",".",".",".",".",".",".",".","."
"Taxation I","Course Total","158","3.536","32.3","14.6","23.4","1.3",".",".",".","28.5",".",".",".",".",".",".",".","."
"Negotiations","743
001","24","3.354","50.0","20.8","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Law","744
001","40","3.455","40.0","10.0","30.0",".",".",".",".","17.5",".",".",".",".",".",".",".","."
"Labor Relations Law","745
001","40","3.661","37.5","27.5","12.5",".",".",".",".","22.5",".",".",".",".",".",".",".","."
"Antitrust","748
001","19","3.767","57.9","5.3","15.8",".",".",".",".","21.1",".",".",".",".",".",".",".","."
"Copyright Law","752
001","31","3.417","48.4","9.7","32.3",".","3.2",".",".","3.2",".",".",".",".",".",".",".","."
"Intro-Intellectual Proprty Law","753
001","34","3.403","35.3","23.5","26.5","2.9",".",".",".","8.8",".",".",".",".",".",".",".","."
"Role of Police in Free Soc","760
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Law and the Elderly","773
001","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
001","68","3.361","41.2","13.2","11.8","2.9","1.5","7.4",".","20.6",".",".",".",".",".",".",".","."
"","801
002","80","3.607","38.8","15.0","15.0",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"Evidence","Course Total","148","3.486","39.9","14.2","13.5","1.4","0.7","3.4",".","25.7",".",".",".",".",".",".",".","."
"","802
001","22","3.568","45.5","22.7","31.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","802
002","40","3.529","35.0","22.5","25.0","2.5",".",".",".","15.0",".",".",".",".",".",".",".","."
"","802
003","33","3.485","48.5","24.2","21.2",".","3.0",".","3.0",".",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","95","3.522","42.1","23.2","25.3","1.1","1.1",".","1.1","6.3",".",".",".",".",".",".",".","."
