"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDI","Section","#","","Ave","A","AB","B","","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","101
001","","12","3.667","91.7",".","",".",".",".",".","","8.3",".","",".","",".",".","",".","",".","",".",".","."
"","101
002","","8","4.000","100.0",".","",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Foundations of US Air Force I","Course Total","","20","3.800","95.0",".","",".",".",".","",".","5.0","",".","",".",".","",".","",".","",".",".",".","."
"","201
001","","11","3.091","27.3","45.5","",".","9.1","9.1","",".","9.1",".","",".","",".",".","",".","",".","",".",".","."
"","201
002","","6","3.500","33.3","50.0","",".","16.7",".","",".",".",".","",".","",".",".","",".","",".","",".",".","."
"Evolution of US Air & Space I","Course Total","","17","3.235","29.4","47.1","",".","11.8","5.9","",".","5.9","",".","",".",".","",".","",".","",".",".",".","."
"Leadership Studies I","303
001","","8","4.000","100.0",".","",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"National Security Affairs","401
001","","15","4.000","100.0",".","",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","60","3.840","78.3","13.3","",".","3.3","1.7","",".","3.3","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","12","4.000","100.0",".","",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","15","3.500","46.7","33.3","",".","13.3","6.7","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","16","3.734","81.3","6.3","",".",".",".","",".","12.5","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","17","3.979","88.2","11.8","",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","60","3.840","78.3","13.3","",".","3.3","1.7","",".","3.3","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","60","3.840","78.3","13.3","",".","3.3","1.7","",".","3.3","",".","",".",".","",".","",".","",".",".",".","."
