"ALS","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","139","3.493","43.2","18.7","9.4","4.3","6.5","",".","",".","16.5","",".",".","",".","0.7","",".",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.417","33.3","33.3","16.7","16.7",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","15","3.455","33.3","40.0","13.3","13.3",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","21","3.247","33.3","19.0","28.6",".","19.0","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","37","3.326","43.2","24.3","10.8","8.1","13.5","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","79","3.339","38.0","26.6","16.5","7.6","11.4","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","3","4.000","66.7",".",".",".",".","",".","",".","33.3","",".",".","",".",".","",".",".",".","."
"Graduate","","57","3.926","49.1","8.8",".",".",".","",".","",".","38.6","",".",".","",".","1.8","",".",".","1.8","."
"","Dept. Total","139","3.493","43.2","18.7","9.4","4.3","6.5","",".","",".","16.5","",".",".","",".","0.7","",".",".","0.7","."
