"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","","",""
"","301","003","","12","2.958",".","41.7","16.7","33.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","301","004","","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301","005","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","","Course Total","","65","3.585","56.9","21.5","10.8","6.2","3.1","1.5",".",".",".",".",".",".",".",".",".","."
"","302","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302","002","","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","","Course Total","","20","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303","001","","12","3.667","75.0","16.7",".",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","307","001","","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Composition-English Tchrs","309","001","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","316","001","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","316","002","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","","Course Total","","29","3.862","72.4","27.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old English","320","001","","10","3.300","50.0","20.0","10.0",".","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"Structure of English","324","001","","26","3.538","34.6","42.3","19.2","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326","001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Prof&Acad Writng Skills","327","001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","002","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","005","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Acad Skills Workshops","","Course Total","","30","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"English Phonology","330","001","","24","3.500","58.3","8.3","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"English Lang Variation in U.S.","331","001","","25","3.480","52.0","24.0","16.0",".","4.0",".","4.0",".",".",".",".",".",".",".",".","."
"Global Spread of English","332","001","","35","3.786","74.3","8.6","17.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Language Acquisition","333","001","","32","3.563","34.4","43.8","21.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to TESOL Methods","334","001","","26","3.904","80.8","19.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362","001","","26","3.308","23.1","34.6","23.1","19.2",".",".",".",".",".",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367","001","","25","3.360","28.0","36.0","24.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"Soph Honors: Rsch Meth-English","381","001","","16","3.719","56.3","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eng Drama Pre Shakespeare","411","001","","31","3.065","22.6","12.9","35.5","12.9","16.1",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","417","001","","32","3.726","53.1","37.5","3.1","3.1",".",".",".",".",".",".",".",".","3.1",".",".","."
"Shakespeare","418","001","","33","3.125","15.2","24.2","45.5","6.1","3.0",".","3.0",".",".",".",".",".",".",".",".","3.0"
"17th C Literature-1600-1660","420","001","","26","3.212","26.9","26.9","15.4","23.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"Theme in 18th C Eng Lit","442","001","","27","3.204","22.2","44.4","18.5","3.7","3.7","3.7","3.7",".",".",".",".",".",".",".",".","."
"English Novel: 19th Cent","460","001","","25","3.646","60.0","8.0","24.0","4.0",".",".",".","4.0",".",".",".",".",".",".",".","."
"Studies in Romantic Lit","465","001","","29","3.362","37.9","24.1","27.6","6.9",".",".","3.4",".",".",".",".",".",".",".",".","."
"Outstnd Figures-19c Eng Lit","467","001","","28","3.096","21.4","39.3","17.9",".","3.6","3.6","7.1","7.1",".",".",".",".",".",".",".","."
"Victorian Poetry","473","001","","17","3.438","52.9","11.8","23.5",".",".",".","5.9",".",".",".",".",".",".",".","5.9","."
"Jr Honors Seminar in Major","481","001","","12","3.417","33.3","33.3","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Mod British Lit Since 1914","507","001","","25","3.167","16.0","28.0","28.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".","4.0"
"","513","008","","24","2.667",".","33.3","37.5","8.3","8.3",".","12.5",".",".",".",".",".",".",".",".","."
"","513","009","","33","3.621","33.3","60.6","3.0","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","","Page 199 of 399",""
