"","990
030","4","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
032","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
036","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","30","",".",".",".",".",".",".",".","80.0","3.3",".",".","16.7","",".",".",".","."
"DY SCI
292","Dept. Total","227","3.275","48.9","4.8","15.4","7.5","7.0","1.8","0.4","10.6","0.4",".",".","2.2","",".","0.4","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.377","37.5","12.5","43.8","6.3",".",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","21","3.406","71.4","9.5","9.5","4.8",".","4.8",".",".",".",".",".",".","",".",".",".","."
"Junior","","63","2.781","33.3","3.2","22.2","15.9","19.0","4.8","1.6",".",".",".",".",".","",".",".",".","."
"Senior","","53","3.522","64.2","3.8","11.3","9.4","7.5",".",".",".",".",".",".",".","",".","1.9","1.9","."
"Undergraduates","","153","3.177","49.7","5.2","19.0","11.1","10.5","2.6","0.7",".",".",".",".",".","",".","0.7","0.7","."
"Special","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","73","3.618","45.2","4.1","8.2",".",".",".",".","32.9","1.4",".",".","6.8","",".",".","1.4","."
"","Dept. Total","228","3.275","48.7","4.8","15.4","7.5","7.0","1.8","0.4","10.5","0.4",".",".","2.2","",".","0.4","0.9","."
