"","990
013","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
020","3","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
030","3","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","13","",".",".",".",".",".",".",".","84.6","",".",".",".","15.4","",".",".",".","."
"WL ECOL
960","Dept. Total","475","3.151","28.6","19.2","21.9","11.6","9.1","5.1","1.5","2.7","",".",".",".","0.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","2.571","22.7","13.6","21.2","13.6","15.2","10.6","3.0",".","",".",".",".",".","",".",".",".","."
"Sophomore","","60","2.826","31.7","16.7","10.0","20.0","13.3","8.3",".",".","",".",".",".",".","",".",".",".","."
"Junior","","157","3.224","37.6","14.0","26.1","8.9","10.2","2.5","0.6",".","",".",".",".",".","",".",".",".","."
"Senior","","201","3.229","33.3","23.9","22.4","9.5","4.5","4.0","1.5","1.0","",".",".",".",".","",".",".",".","."
"Undergraduates","","484","3.129","33.1","18.4","21.9","11.2","8.9","5.0","1.2","0.4","",".",".",".",".","",".",".",".","."
"Special","","4","2.600","25.0",".","25.0","25.0",".",".","25.0",".","",".",".",".",".","",".",".",".","."
"Graduate","","29","3.810","41.4","6.9","6.9",".",".",".",".","37.9","",".",".",".","6.9","",".",".",".","."
"","Dept. Total","517","3.151","33.5","17.6","21.1","10.6","8.3","4.6","1.4","2.5","",".",".",".","0.4","",".",".",".","."
