"","699
003","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Reading","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"Art&Archaeolog-Ancient Greece","700
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Prosmr: Rsch Methods & Issues","701
001","13","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"CLASSICS
244","Dept. Total","340","3.438","44.7","26.5","16.5","3.5","3.8","2.6","1.2","1.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","48","3.413","39.6","29.2","18.8","4.2","4.2","4.2",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","65","3.480","40.0","33.8","20.0","4.6",".",".","1.5",".","",".",".","",".","",".","",".",".",".","."
"Junior","","70","3.317","40.0","20.0","22.9","5.7","5.7","2.9","1.4","1.4","",".",".","",".","",".","",".",".",".","."
"Senior","","136","3.429","44.9","29.4","12.5","2.2","4.4","3.7","1.5","1.5","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","319","3.412","42.0","28.2","17.2","3.8","3.8","2.8","1.3","0.9","",".",".","",".","",".","",".",".",".","."
"Special","","3","3.667","66.7",".","33.3",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","16","4.000","93.8",".",".",".",".",".",".","6.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","2","3.000","50.0",".",".",".","50.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","340","3.438","44.7","26.5","16.5","3.5","3.8","2.6","1.2","1.2","",".",".","",".","",".","",".",".",".","."
