"","999
044","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
062","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
066","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","10","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"E C E
320","Dept. Total","2476","3.241","35.4","20.3","18.9","7.6","5.1","1.6","1.3","7.1","",".","0.3","",".","1.9","0.3","0.0","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.571","50.0","25.0","25.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","134","3.002","50.0","14.2","18.7","7.5","5.2","0.7","3.7",".","",".",".","",".",".",".",".",".","."
"Junior","","545","3.103","36.1","20.2","21.3","11.4","7.0","2.4","1.7",".","",".",".","",".",".",".",".",".","."
"Senior","","1108","3.192","35.5","21.9","22.7","9.0","7.0","2.1","1.1","0.3","",".",".","",".",".","0.1","0.1","0.2","."
"Undergraduates","","1791","3.153","36.8","20.8","22.0","9.6","6.9","2.1","1.5","0.2","",".",".","",".",".","0.1","0.1","0.1","."
"Special","","43","3.218","27.9","34.9","11.6","9.3","4.7",".","4.7","4.7","",".",".","",".",".",".",".","2.3","."
"Graduate","","726","3.579","28.7","15.7","9.4","1.7","0.3","0.3","0.6","23.6","",".","12.1","",".","6.6","0.8",".","0.3","."
"","Dept. Total","2560","3.241","34.3","19.6","18.2","7.3","5.0","1.5","1.3","6.9","",".","3.4","",".","1.9","0.3","0.0","0.2","."
