"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"","491
015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
017","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
050","19","3.716","57.9","26.3",".",".","15.8",".",".",".",".",".",".",".",".",".",".","."
"","491
057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","33","3.689","51.5","30.3","6.1","3.0","9.1",".",".",".",".",".",".",".",".",".",".","."
"","492
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","492
050","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects II","Course Total","4","***","","","","","","","","","","","","","","","",""
"Macromolecular Hydrodynamics","525
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Artificl Neural Ntwrk","539
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Product Design","549
001","16","3.469","50.0","18.8","12.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Thermodynamics","561
001","18","3.278","16.7","33.3","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Power Plant Technology","565
001","15","3.400","33.3","20.0","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Solar Energy Technology","567
001","12","3.500","50.0","25.0","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Applied Combustion","569
001","11","3.600","36.4","36.4","18.2",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Experimental Mechanics","570
001","11","3.545","36.4","45.5","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","572
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","572
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Gas Dynamics","Course Total","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","573
001","20","3.895","80.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","5.0","."
"","573
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Computational Fluid Dynamcs","Course Total","21","3.850","76.2","9.5","9.5",".",".",".",".",".",".",".",".",".",".",".","4.8","."
"","601
001","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","601
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","601
005","35","3.386","25.7","28.6","42.9","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","601
006","12","3.542","41.7","25.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
007","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
010","16","3.125",".","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","601
011","13","3.462","15.4","61.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
012","28","3.648","46.4","35.7","10.7","3.6",".",".",".","3.6",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","127","3.496","32.3","36.2","26.8","3.1",".",".",".","0.8",".",".",".",".","0.8",".",".","."
"","699
015","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
046","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","8","3.921","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Grad Cooperative Educ Program","702
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","708
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","708
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Composite Material","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Polymer Processing","717
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
