"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","",""
"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","101
001","","23","3.870","78.3","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
003","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
004","","24","3.521","45.8","33.3","12.5","4.2",".","4.2",".",".",".",".",".",".",".",".",".","."
"Foundations of Officership","Course Total","","68","3.750","66.2","25.0","5.9","1.5",".","1.5",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 1A","110
001","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","","18","3.611","38.9","50.0","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","","7","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Individual Leadership Studies","Course Total","","35","3.614","37.1","51.4","8.6","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 2A","210
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Leadership and Problem Solving","Course Total","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 3A","310
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Management","401
001","","17","3.794","58.8","41.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4A","410
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Military History","491
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","188","3.786","69.1","25.5","3.7","1.1",".","0.5",".",".",".",".",".",".",".",".",".","."
