"","999
012","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
016","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
022","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Advanced Independent Study","Course Total","6","3.524","83.3",".",".",".","16.7",".",".",".","",".",".","",".",".","",".",".",".","."
"PHM SCI
718","Dept. Total","1548","3.132","26.6","16.5","30.0","12.2","10.4","1.7","0.1","2.1","",".",".","",".","0.1","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","3.864","75.0","25.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","111","3.172","28.8","20.7","27.9","11.7","7.2","2.7",".",".","",".",".","",".","0.9","",".",".",".","."
"Senior","","145","3.164","34.5","13.1","26.2","7.6","13.8","4.8",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","260","3.178","32.7","16.5","26.5","9.2","10.8","3.8",".",".","",".",".","",".","0.4","",".",".",".","."
"Special","","8","3.609","50.0","25.0","25.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","107","3.785","58.9","4.7","0.9",".","0.9","0.9",".","30.8","",".",".","",".","0.9","",".",".","1.9","."
"Prof Yr 1","","241","3.015","19.1","16.6","33.2","17.8","10.0","2.9","0.4",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","519","3.111","25.0","15.6","28.7","14.5","15.0","1.0","0.2",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","402","3.166","20.6","20.4","39.3","11.2","7.5","1.0",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","11","3.045",".","27.3","54.5","18.2",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1173","3.097","22.1","17.6","33.5","14.1","11.3","1.4","0.2",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1548","3.132","26.6","16.5","30.0","12.2","10.4","1.7","0.1","2.1","",".",".","",".","0.1","",".",".","0.1","."
