"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","101","3.728","74.3","6.9","14.9",".","3.0","1.0",".",".","",".","",".",".","",".","",".","",".",".","."
"","300
000A","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","300
002","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Humanities Topics in EAS","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"Social Studies Topics in EAS","301
001","43","3.512","58.1","14.0","14.0","9.3","2.3",".","2.3",".","",".","",".",".","",".","",".","",".",".","."
"E A STDS
298","Dept. Total","146","3.669","69.9","8.9","14.4","2.7","2.7","0.7","0.7","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","39","3.474","51.3","12.8","23.1","5.1","7.7",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","43","3.837","86.0","4.7","7.0",".",".","2.3",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","34","3.706","67.6","14.7","11.8","2.9","2.9",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","28","3.756","75.0","3.6","17.9","3.6",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","144","3.692","70.1","9.0","14.6","2.8","2.8","0.7",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","2.000","50.0",".",".",".",".",".","50.0","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","146","3.669","69.9","8.9","14.4","2.7","2.7","0.7","0.7","",".","",".",".","",".","",".","",".",".",".","."
