"EGR","","","","","","","","","","","","","","","","","","","",""
"INDUSTRIAL & SYSTEMS ENGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","",""
"I SY E
490","Dept. Total","842","3.545","45.2","21.0","14.8","4.5","3.1","0.6","0.1","8.3","0.2","1.2","",".","0.4","0.4",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","19","3.106","47.4","26.3","5.3","5.3","5.3","5.3","5.3",".",".",".","",".",".",".",".",".","."
"Junior","","119","3.242","25.2","27.7","23.5","15.1","5.9","0.8",".","1.7",".",".","",".",".",".",".",".","."
"Senior","","360","3.535","50.6","22.8","16.9","3.9","4.2","0.8",".","0.6",".",".","",".",".",".",".",".","0.3"
"Undergraduates","","498","3.457","44.4","24.1","18.1","6.6","4.6","1.0","0.2","0.8",".",".","",".",".",".",".",".","0.2"
"Special","","15","3.179","40.0",".","26.7","6.7","20.0",".",".","6.7",".",".","",".",".",".",".",".","."
"Graduate","","327","3.728","46.5","17.4","9.5","1.2",".",".",".","19.9","0.6","3.1","",".","0.9","0.9",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","842","3.545","45.2","21.0","14.8","4.5","3.1","0.6","0.1","8.3","0.2","1.2","",".","0.4","0.4",".",".","0.1"
