"","775
001","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
002","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","37","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"SURG SCI
938","Dept. Total","680","3.415","24.0","8.4","11.0","2.5","1.5",".",".","51.9",".",".",".","0.7",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","95","3.604","38.9","23.2","15.8","3.2",".",".",".","18.9",".",".",".",".",".",".",".","."
"Prof Yr 2","","9","4.000","11.1",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","."
"Prof Yr 3","","331","3.194","13.6","10.6","18.1","4.2","3.0",".",".","48.9",".",".",".","1.5",".",".",".","."
"Prof Yr 4","","245","4.000","32.7",".",".",".",".",".",".","67.3",".",".",".",".",".",".",".","."
"Professionals","","680","3.415","24.0","8.4","11.0","2.5","1.5",".",".","51.9",".",".",".","0.7",".",".",".","."
"","Dept. Total","680","3.415","24.0","8.4","11.0","2.5","1.5",".",".","51.9",".",".",".","0.7",".",".",".","."
