"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GREEK (CLASSICS)","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","",""
"","103
001","","13","3.167","23.1","30.8","23.1",".","7.7","7.7",".","7.7",".",".",".",".",".",".",".","."
"","103
002","","11","3.500","72.7","9.1","9.1",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"First Semester Greek","Course Total","","24","3.326","45.8","20.8","16.7",".","4.2","4.2","4.2","4.2",".",".",".",".",".",".",".","."
"First Semester Greek","303
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Greek","305
001","","8","3.571","37.5","25.0","25.0",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Greek Drama","401
001","","12","3.417","16.7","58.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Thucydides","532
001","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"GREEK
428","Dept. Total","","61","3.488","49.2","26.2","13.1","1.6","3.3","1.6","1.6","3.3",".",".",".",".",".",".",".","."
