"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Directed Study","198
201","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","300
001","23","3.826","65.2","34.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","23","3.652","39.1","52.2","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","23","3.696","39.1","60.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
300","23","3.674","39.1","56.5","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","25","3.840","68.0","32.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
300","23","3.739","52.2","43.5","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","22","3.682","68.2","27.3",".",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"","300
008","23","3.848","69.6","30.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
009","23","3.543","39.1","56.5",".",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"","300
010","20","3.675","40.0","55.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
011","20","3.775","60.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","248","3.724","52.8","44.0","2.4",".",".",".","0.8",".",".",".",".",".",".",".",".","."
"","301
001","147","2.837","18.4","12.9","24.5","11.6","31.3",".","1.4",".",".",".",".",".",".",".",".","."
"","301
002","130","3.097","20.0","16.9","38.5","11.5","11.5","0.8",".",".",".",".",".",".",".","0.8",".","."
"Business Law","Course Total","277","2.958","19.1","14.8","31.0","11.6","22.0","0.4","0.7",".",".",".",".",".",".","0.4",".","."
"","302
001","31","3.387","32.3","35.5","12.9","16.1","3.2",".",".",".",".",".",".",".",".",".",".","."
"","302
002","43","3.151","20.9","23.3","32.6","11.6","11.6",".",".",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","74","3.250","25.7","28.4","24.3","13.5","8.1",".",".",".",".",".",".",".",".",".",".","."
"","303
001","97","3.062","29.9","8.2","42.3","2.1","12.4","1.0","4.1",".",".",".",".",".",".",".",".","."
"","303
002","107","3.290","36.4","8.4","44.9","0.9","7.5","1.9",".",".",".",".",".",".",".",".",".","."
"Business Statistics","Course Total","204","3.181","33.3","8.3","43.6","1.5","9.8","1.5","2.0",".",".",".",".",".",".",".",".","."
"","304
001","39","3.628","51.3","25.6","20.5","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"","304
002","46","3.641","56.5","28.3","13.0",".",".",".","2.2",".",".",".",".",".",".",".",".","."
"Intermediate Bus Statistics","Course Total","85","3.635","54.1","27.1","16.5","1.2",".",".","1.2",".",".",".",".",".",".",".",".","."
"","365
002","24","3.333","25.0","37.5","25.0","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"","365
003","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","38","3.566","50.0","26.3","15.8","2.6","5.3",".",".",".",".",".",".",".",".",".",".","."
"","399
037","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
201","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rdg & Rsch-Business Rsch","Course Total","40","3.983","97.5","2.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Envir Strategy & Sustainabilty","600
001","28","3.732","78.6","10.7","7.1",".",".",".","3.6",".",".",".",".",".",".",".",".","."
"","700
030","16","3.781","56.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
031","14","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
032","16","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Communication","Course Total","46","3.772","56.5","41.3","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethics, Values,&Sustainability","711
030","46","3.717","63.0","21.7","13.0",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"Professional Perspectives","720
001","110","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Experience in Business","750
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
