"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1782","3.850","66.7","16.8","3.4","0.3","0.1","0.1","",".","4.0","",".","8.5",".","",".","",".",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","","I","","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.900","80.0","20.0",".",".",".",".","",".",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","88","3.839","86.4","6.8","2.3",".",".","2.3","",".",".","",".","2.3",".","",".","",".",".",".","."
"Junior","","310","3.823","54.2","16.1","2.9","0.3","0.3",".","",".","1.9","",".","24.2",".","",".","",".",".",".","."
"Senior","","967","3.860","69.2","18.4","3.2","0.1","0.1",".","",".","1.2","",".","7.8",".","",".","",".",".",".","."
"Undergraduates","","1400","3.852","67.2","17.2","3.0","0.1","0.1","0.1","",".","1.3","",".","10.9",".","",".","",".",".",".","."
"Special","","38","3.769","57.9","21.1","5.3","2.6",".",".","",".","7.9","",".",".",".","",".","",".",".","5.3","."
"Graduate","","340","3.846","65.3","14.4","4.7","0.6",".",".","",".","15.0","",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 4","","3","4.000","100.0",".",".",".",".",".","",".",".","",".",".",".","",".","",".",".",".","."
"Professionals","","4","3.864","75.0","25.0",".",".",".",".","",".",".","",".",".",".","",".","",".",".",".","."
"","College Total","1782","3.850","66.7","16.8","3.4","0.3","0.1","0.1","",".","4.0","",".","8.5",".","",".","",".",".","0.1","."
