"L&S","","","","","","","","","","","","","","","","","","",""
"LANGUAGES & CULTURES OF A Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","",""
"LCA
Dept. Total
521","432","3.516","41.4","26.2","14.1","4.9","1.9","0.2","0.9","7.4","0.2",".","",".","0.5","0.5","1.4","0.2","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","",""
"Freshmen","91","3.417","39.6","26.4","19.8","7.7","3.3",".","2.2",".",".",".","",".",".",".","1.1",".","."
"Sophomore","108","3.555","47.2","32.4","13.9","1.9","1.9",".","1.9",".",".",".","",".",".",".","0.9",".","."
"Junior","68","3.495","36.8","30.9","19.1","5.9","2.9",".",".","1.5",".",".","",".",".",".","1.5",".","1.5"
"Senior","72","3.466","36.1","30.6","15.3","11.1","1.4",".",".","4.2","1.4",".","",".",".",".",".",".","."
"Undergraduates","339","3.487","40.7","30.1","16.8","6.2","2.4",".","1.2","1.2","0.3",".","",".",".",".","0.9",".","0.3"
"Special","11","3.097","18.2","27.3","9.1",".",".","9.1",".","27.3",".",".","",".",".",".",".","9.1","."
"Graduate","82","3.844","47.6","9.8","3.7",".",".",".",".","30.5",".",".","",".","2.4","2.4","3.7",".","."
"Dept. Total","432","3.516","41.4","26.2","14.1","4.9","1.9","0.2","0.9","7.4","0.2",".","",".","0.5","0.5","1.4","0.2","0.2"
