"","370
002","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","370
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Interdivisional Topics","Course Total","","16","4.000","25.0",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","."
"Interdivisional Topics","376
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"STDYABRD
SAB","Dept. Total","","33","3.576","39.4","6.1","12.1","6.1",".",".",".","36.4",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"SAB STDYABRD","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","4.000","75.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Junior","","","16","3.462","25.0","12.5","18.8","6.3",".",".",".","37.5",".",".",".",".",".",".",".","."
"Senior","","","11","4.000","54.5",".",".",".",".",".",".","45.5",".",".",".",".",".",".",".","."
"Undergraduates","","","31","3.712","41.9","6.5","9.7","3.2",".",".",".","38.7",".",".",".",".",".",".",".","."
"Special","","","2","2.750",".",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","33","3.576","39.4","6.1","12.1","6.1",".",".",".","36.4",".",".",".",".",".",".",".","."
