"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","175","3.552","51.4","10.3","13.1","5.1","2.9","0.6","",".","14.9","",".",".","",".","",".","1.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.167",".","33.3","66.7",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","28","3.398","46.4","21.4","17.9","7.1","7.1",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","28","3.600","60.7","14.3","17.9",".","7.1",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","68","3.482","58.8","10.3","14.7","10.3","1.5","1.5","",".","2.9","",".",".","",".","",".",".",".",".","."
"Undergraduates","","127","3.483","55.1","14.2","17.3","7.1","3.9","0.8","",".","1.6","",".",".","",".","",".",".",".",".","."
"Special","","8","3.842","87.5",".","12.5",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","40","4.000","32.5",".",".",".",".",".","",".","60.0","",".",".","",".","",".","7.5",".",".","."
"","Dept. Total","175","3.552","51.4","10.3","13.1","5.1","2.9","0.6","",".","14.9","",".",".","",".","",".","1.7",".",".","."
