"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","674","2.810","22.7","6.5","28.2","6.7","17.8","7.9","1.8","7.3","0.6",".","",".","",".","",".",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","104","2.701","24.0","3.8","27.9","3.8","26.0","13.5","1.0",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","249","2.751","22.1","6.0","32.5","6.8","20.5","9.2","2.4",".","0.4",".","",".","",".","",".",".",".","."
"Junior","","125","2.913","27.2","8.8","31.2","8.0","16.8","6.4","1.6",".",".",".","",".","",".","",".",".",".","."
"Senior","","124","2.823","21.8","5.6","29.8","11.3","16.1","5.6","2.4","4.8","2.4",".","",".","",".","",".",".",".","."
"Undergraduates","","602","2.786","23.4","6.1","30.9","7.5","19.8","8.6","2.0","1.0","0.7",".","",".","",".","",".",".",".","."
"Special","","12","2.000",".",".","8.3",".",".","8.3",".","50.0",".",".","",".","",".","",".",".","33.3","."
"Graduate","","61","3.553","19.7","11.5","4.9",".","1.6",".",".","62.3",".",".","",".","",".","",".",".",".","."
"","Dept. Total","675","2.810","22.7","6.5","28.1","6.7","17.8","7.9","1.8","7.4","0.6",".","",".","",".","",".",".","0.6","."
