"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","4247","2.507","28.3","9.2","20.3","0.6","1.8","0.5","0.1","17.3","",".",".",".","",".","0.3",".","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Junior","","3","3.667","33.3","66.7",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Senior","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Undergraduates","","5","3.800","60.0","40.0",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Special","","105","1.728","14.3","1.0","29.5",".","1.0",".",".","11.4","",".",".",".","",".","1.9",".","2.9","."
"Graduate","","164","3.597","40.9","39.0","16.5","2.4",".",".",".","1.2","",".",".",".","",".",".",".",".","."
"Prof Yr 1","","1365","1.230","9.0","0.2","26.0","0.3","4.5","0.1","0.1","0.8","",".",".",".","",".",".",".",".","."
"Prof Yr 2","","1249","3.528","38.3","12.5","18.2","0.8","0.5","0.6","0.2","26.2","",".",".",".","",".","0.6",".","0.4","."
"Prof Yr 3","","1323","3.477","39.0","12.3","16.7","0.5","0.5","0.9",".","26.2","",".",".",".","",".","0.1",".","0.2","."
"Prof Yr 4","","36","4.000","5.6",".",".",".",".",".",".","94.4","",".",".",".","",".",".",".",".","."
"Professionals","","3973","2.483","28.2","8.1","20.2","0.5","1.9","0.5","0.1","18.1","",".",".",".","",".","0.2",".","0.2","."
"","College Total","4247","2.507","28.3","9.2","20.3","0.6","1.8","0.5","0.1","17.3","",".",".",".","",".","0.3",".","0.2","."
