"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"History of North Africa","440","001","35","2.952","14.3","17.1","40.0","14.3","5.7","5.7",".",".",".",".",".",".",".",".","2.9","."
"History of East Africa","444","001","44","3.452","27.3","45.5","11.4","9.1","2.3",".",".","4.5",".",".",".",".",".",".",".","."
"Am Relig Hist to Mid-19th c","451","001","12","2.833",".","25.0","8.3","33.3","8.3",".",".","25.0",".",".",".",".",".",".",".","."
"Hist Southeast Asia to 1800","457","001","41","3.268","29.3","19.5","34.1","9.8","7.3",".",".",".",".",".",".",".",".",".",".","."
"Amer Environmental History","460","001","144","3.514","43.8","28.5","18.1","4.2","2.1","0.7","0.7","2.1",".",".",".",".",".",".",".","."
"American West Since 1850","462","001","47","3.393","29.8","34.0","25.5","4.3","2.1",".","2.1","2.1",".",".",".",".",".",".",".","."
"Compar Hist-Chldhood&Adoles","478","001","20","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Indian History","490","001","86","3.529","31.4","41.9","11.6","4.7","2.3",".",".","8.1",".",".",".",".",".",".",".","."
"Reading Seminar in History","500","002","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health, Disease&Healing II","508","001","7","3.214",".","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eur Cultural Hist 1610-1815","512","001","48","3.260","14.6","39.6","39.6","4.2",".",".","2.1",".",".",".",".",".",".",".",".","."
"Eur Cult Hist Since 1870","514","001","55","3.283","25.5","40.0","18.2","3.6","5.5",".","3.6","3.6",".",".",".",".",".",".",".","."
"Indians & Spanish Borderlands","516","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Intdis Stdy-Medvl Civ","550","001","11","3.545","45.5","27.3","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"History of Brazil","555","001","18","3.389","22.2","44.4","27.8",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Hist of Mass Communication","560","001","30","3.050","13.3","13.3","56.7","10.0","3.3","3.3",".",".",".",".",".",".",".",".",".","."
"Greek & Roman Med & Phcy","561","001","19","2.684","15.8",".","42.1",".","36.8","5.3",".",".",".",".",".",".",".",".",".","."
"Contemp Scand&Intl Relatns","578","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","600","001","16","3.688","68.8","18.8",".","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","600","002","13","3.423","46.2","23.1",".","30.8",".",".",".",".",".",".",".",".",".",".",".","."
"","600","003","15","3.267","13.3","66.7","13.3",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","600","004","15","3.467","46.7","20.0","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","600","006","15","3.429","26.7","40.0","13.3","13.3",".",".",".",".",".",".",".",".","6.7",".",".","."
"","600","007","12","3.250","58.3",".","16.7","16.7",".",".","8.3",".",".",".",".",".",".",".",".","."
"","600","008","15","3.633","33.3","60.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","009","13","3.615","69.2","15.4","7.7",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","600","010","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","011","15","3.500","33.3","40.0","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","600","012","11","3.364","18.2","36.4","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","016","10","3.050",".","50.0","30.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"","600","017","14","3.571","64.3",".","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","600","018","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Seminar in History","","Course Total","182","3.497","46.2","28.0","14.3","6.0","3.3","0.5","1.1",".",".",".",".",".","0.5",".",".","."
"Hist-Civ Rghts Movmnt in US","628","001","36","3.286","13.9","44.4","30.6",".","8.3",".",".","2.8",".",".",".",".",".",".",".","."
"Afro-Amer History to 1900","635","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Thesis Colloquium","680","001","20","3.725","55.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","681","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 219 of 399",""
