"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11119","3.699","57.0","16.3","8.2","2.4","1.7","0.5","0.5","6.5","0.1","5.4","0.0","0.7","0.4","0.2","0.3","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","775","3.393","45.7","22.5","15.0","6.7","5.9","2.2","0.6","0.9",".",".",".",".",".","0.3",".","0.3"
"Sophomore","","1187","3.485","49.1","24.0","13.9","4.1","4.4","1.0","0.6","2.3","0.1",".",".",".",".","0.4","0.1","."
"Junior","","1962","3.620","53.0","22.2","11.8","2.8","1.4","0.6","0.8","2.9",".","4.4",".",".",".",".",".","0.2"
"Senior","","4252","3.724","57.0","15.1","7.1","2.2","1.2","0.2","0.6","5.5","0.1","10.5","0.0",".","0.1","0.1","0.1","."
"Undergraduates","","8176","3.632","53.8","18.8","10.0","3.1","2.2","0.6","0.6","4.0","0.0","6.5","0.0",".","0.1","0.1","0.0","0.1"
"Special","","489","3.794","59.9","9.2","6.5","1.2","1.2",".","0.4","13.7",".","3.9",".",".","0.4","0.2","3.3","."
"Graduate","","2424","3.902","67.2","9.3","2.5","0.2","0.2","0.0","0.0","13.3","0.1","1.8",".","3.2","1.4","0.2","0.4","."
"Prof Yr 1","","2","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","5","3.571","40.0",".","20.0",".",".",".",".","40.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","18","3.806","50.0","16.7","11.1",".",".",".",".","16.7",".",".",".",".","5.6",".",".","."
"Prof Yr 4","","5","3.750","60.0","20.0",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Professionals","","30","3.703","46.7","20.0","10.0",".",".",".",".","20.0",".",".",".",".","3.3",".",".","."
"","College Total","11119","3.699","57.0","16.3","8.2","2.4","1.7","0.5","0.5","6.5","0.1","5.4","0.0","0.7","0.4","0.2","0.3","0.0"
