"","990
018","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","15","",".",".",".",".",".",".",".","26.7","13.3",".",".","60.0",".",".",".","."
"ART HIST
180","Dept. Total","985","3.389","37.4","23.6","18.3","7.0","4.1","1.6","0.8","5.2","0.2",".",".","0.9","0.1","0.9",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","87","3.331","33.3","31.0","16.1","11.5","4.6","3.4",".",".",".",".",".",".",".",".",".","."
"Sophomore","","201","3.422","40.8","24.4","20.4","6.5","4.0","2.0","0.5",".",".",".",".",".",".","1.5",".","."
"Junior","","213","3.333","31.5","31.9","21.1","6.6","4.2","0.9","2.3","0.9",".",".",".",".","0.5",".",".","."
"Senior","","335","3.309","35.2","22.4","20.9","9.0","5.7","2.1","0.6","3.3",".",".",".",".",".","0.9",".","."
"Undergraduates","","836","3.347","35.4","26.2","20.3","8.0","4.8","1.9","1.0","1.6",".",".",".",".","0.1","0.7",".","."
"Special","","50","3.541","16.0","10.0","8.0","2.0",".",".",".","62.0",".",".",".",".",".","2.0",".","."
"Graduate","","98","3.860","65.3","7.1","6.1","1.0",".",".",".","7.1","2.0",".",".","9.2",".","2.0",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","985","3.389","37.4","23.6","18.3","7.0","4.1","1.6","0.8","5.2","0.2",".",".","0.9","0.1","0.9",".","."
