"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to American Law","601
001","39","3.295","41.0","23.1","28.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","602
002","32","3.350","18.8","31.3","40.6","3.1",".",".",".","6.3",".",".",".",".",".",".",".","."
"","711
001","99","1.167","9.1",".","23.2","1.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","711
002","101","1.515","10.9",".","30.7",".","7.9",".",".",".",".",".",".",".",".",".",".","."
"","711
003","20","1.300","20.0",".","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","711
004","18","1.278","5.6",".","27.8",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","711
005","23","1.182","13.0",".","17.4",".","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"","711
006","17","1.529","11.8",".","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","278","1.334","10.8",".","25.5","0.4","6.1",".",".","0.4",".",".",".",".",".",".",".","."
"","714
001","102","0.897","4.9",".","18.6","1.0","5.9",".","1.0",".",".",".",".",".",".",".",".","."
"","714
002","106","1.179","11.3",".","21.7",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","714
003","19","1.421","15.8",".","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
004","16","0.625","6.3",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
005","16","0.688",".",".","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","714
006","17","1.324","11.8","5.9","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","276","1.040","8.3","0.4","19.9","0.4","4.3",".","0.4",".",".",".",".",".",".",".",".","."
"","715
001","98","1.398","14.3",".","18.4",".","13.3","1.0",".",".",".",".",".",".",".",".",".","."
"","715
002","99","0.909","2.0",".","26.3",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"","715
003","19","1.368","15.8",".","21.1",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","715
004","21","1.714","14.3",".","38.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
005","15","0.600","6.7",".","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","715
006","17","1.353","11.8",".","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","269","1.193","9.3",".","23.0",".","6.3","0.4",".",".",".",".",".",".",".",".",".","."
"Contracts II","721
001","10","3.688","50.0","10.0","20.0",".",".",".",".","10.0",".",".",".",".",".",".","10.0","."
"","723
001","12","2.000",".",".","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","13","1.308",".",".","38.5",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","723
003","13","0.692",".",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","13","0.923",".",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","13","1.154","7.7",".","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","723
006","13","1.000","7.7",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","8","1.625","12.5",".","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","13","1.692",".",".","46.2",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"","723
009","13","1.385","7.7",".","30.8",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","723
010","10","2.000","20.0",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","13","1.154",".",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","12","2.417","16.7",".","58.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
013","13","1.385",".",".","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","11","0.545",".",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
015","16","1.313",".",".","43.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
016","14","1.929",".",".","64.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
017","12","2.000",".",".","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
018","12","1.750",".",".","58.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
019","12","1.250",".",".","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
020","14","1.857","14.3",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 323 of 399",""
