"","999
076","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
082","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
090","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","18","3.955","61.1","5.6",".",".",".",".",".","33.3",".",".","",".",".",".",".",".","."
"SOC
900","Dept. Total","3854","3.307","36.9","21.0","16.8","8.4","7.0","1.6","0.9","5.3","0.0","1.4","",".","0.1","0.3","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","609","3.181","29.7","21.5","23.6","12.2","9.5","2.5","0.2",".",".","0.5","",".",".",".","0.2","0.2","."
"Sophomore","","744","3.275","39.9","18.5","18.3","11.0","8.7","1.2","0.8",".",".","0.9","",".",".",".","0.1","0.4","."
"Junior","","934","3.348","41.6","24.0","15.6","8.0","6.2","1.2","1.6","0.4","0.1","0.6","",".",".","0.2","0.1","0.2","."
"Senior","","999","3.249","34.3","24.4","18.5","8.6","8.1","2.6","1.2","1.3",".","0.4","",".",".","0.1","0.3","0.1","."
"Undergraduates","","3286","3.271","36.8","22.4","18.6","9.6","8.0","1.9","1.0","0.5","0.0","0.6","",".",".","0.1","0.2","0.2","."
"Special","","48","3.345","35.4","20.8","27.1","4.2","8.3",".",".","4.2",".",".","",".",".",".",".",".","."
"Graduate","","516","3.762","37.8","12.0","4.3","0.8","0.6",".",".","35.7",".","6.4","",".","0.8","1.6",".","0.2","."
"Prof Yr 2","","2","3.250",".","50.0","50.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","4","3.346","25.0","25.0","50.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","3854","3.307","36.9","21.0","16.8","8.4","7.0","1.6","0.9","5.3","0.0","1.4","",".","0.1","0.3","0.2","0.2","."
