"Master's Research or Thesis","","","","","","","","","","","","","","","","","","","","","","","",""
"Pre-Dissertator's Research","890
005","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Seminar","900
001","6","4.000","100.0",".",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".","."
"Research and Thesis","990
004","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"G L E
418","Dept. Total","101","3.398","29.7","33.7","15.8","5.9","3.0","",".","",".","9.9","",".",".","",".","1.0","",".",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","4","3.400","25.0","25.0","25.0","25.0",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","61","3.376","26.2","47.5","16.4","3.3","4.9","",".","",".",".","",".",".","",".",".","",".",".","1.6","."
"Undergraduates","","65","3.378","26.2","46.2","16.9","4.6","4.6","",".","",".",".","",".",".","",".",".","",".",".","1.5","."
"Graduate","","36","3.441","36.1","11.1","13.9","8.3",".","",".","",".","27.8","",".",".","",".","2.8","",".",".",".","."
"","Dept. Total","101","3.398","29.7","33.7","15.8","5.9","3.0","",".","",".","9.9","",".",".","",".","1.0","",".",".","1.0","."
