"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Intro to Discrete Mathematics","240
001","31","2.532","22.6","6.5","16.1","16.1","22.6","6.5","9.7",".",".",".",".",".",".",".",".","."
"Directed Study in Comp Sci","298
087","42","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","302
001","66","2.623","13.6","6.1","30.3","22.7","15.2","4.5","6.1",".",".",".",".",".",".","1.5",".","."
"","302
002","97","2.656","16.5","7.2","28.9","21.6","13.4","4.1","7.2","1.0",".",".",".",".",".",".",".","."
"","302
003","15","2.933","20.0",".","33.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","302
005","15","3.107","40.0",".","33.3","6.7","6.7",".","6.7","6.7",".",".",".",".",".",".",".","."
"","302
006","20","2.325","20.0","10.0","15.0","15.0","15.0","5.0","20.0",".",".",".",".",".",".",".",".","."
"","302
007","15","2.633","13.3","6.7","26.7","26.7","20.0",".","6.7",".",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","228","2.662","17.5","6.1","28.5","21.9","13.6","3.5","7.5","0.9",".",".",".",".",".","0.4",".","."
"Prob Solvng Using Computers","310
001","215","3.101","16.3","15.3","49.3","11.2","4.7","1.9",".","0.5",".",".",".",".",".","0.9",".","."
"","352
001","27","3.130","22.2","29.6","22.2","3.7","22.2",".",".",".",".",".",".",".",".",".",".","."
"","352
002","38","3.382","36.8","21.1","31.6","7.9",".","2.6",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","65","3.277","30.8","24.6","27.7","6.2","9.2","1.5",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","354
001","45","2.678","15.6","13.3","26.7","15.6","15.6","8.9","4.4",".",".",".",".",".",".",".",".","."
"","367
001","50","3.040","22.0","16.0","38.0","8.0","12.0","2.0","2.0",".",".",".",".",".",".",".",".","."
"","367
002","49","3.309","24.5","26.5","32.7","8.2","4.1",".",".","4.1",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","99","3.170","23.2","21.2","35.4","8.1","8.1","1.0","1.0","2.0",".",".",".",".",".",".",".","."
"Learn New Programming Lang","368
001","24","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"Tech:Computer-Based Bus Sys","371
003","6","3.333","33.3","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","57","2.509","17.5","8.8","26.3","8.8","21.1","7.0","10.5",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","13","2.731","15.4","7.7","30.8","30.8","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"","475
001","6","3.250","16.7","50.0","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","475
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","10","3.150","20.0","30.0","30.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"Intro-Theoretical Comp Sci","520
001","20","3.275","40.0","20.0","20.0","15.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","29","3.089","27.6","27.6","6.9","17.2","10.3","6.9",".",".",".",".",".",".",".",".","3.4","."
"Image Processing","533
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","27","3.148","25.9","29.6","25.9","7.4","3.7","3.7","3.7",".",".",".",".",".",".",".",".","."
"","537
001","28","3.332","21.4","46.4","14.3","7.1","7.1",".",".","3.6",".",".",".",".",".",".",".","."
"","537
002","34","3.087","26.5","20.6","17.6","11.8","20.6",".",".","2.9",".",".",".",".",".",".",".","."
"Intro to Operating Systems","Course Total","62","3.198","24.2","32.3","16.1","9.7","14.5",".",".","3.2",".",".",".",".",".",".",".","."
"Intro-Artificl Neural Ntwrk","539
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","540
001","37","3.153","16.2","29.7","29.7","16.2","2.7","2.7",".","2.7",".",".",".",".",".",".",".","."
"","540
002","32","2.781","21.9","15.6","15.6","21.9","15.6","3.1","6.3",".",".",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","Course Total","69","2.978","18.8","23.2","23.2","18.8","8.7","2.9","2.9","1.4",".",".",".",".",".",".",".","."
"Comp Systms Mdlng Fundmntls","547
001","23","3.750","69.6","13.0","8.7",".","4.3",".",".",".",".",".",".",".","4.3",".",".","."
"","552
001","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","552
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Computer Architecture","Course Total","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer Graphics","559
001","32","3.406","28.1","28.1","40.6","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"Database Mgt Systems","564
001","35","3.204","42.9","8.6","20.0","11.4","17.1",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Bioinformatics","576
001","26","3.600","38.5","38.5","19.2",".",".",".",".",".",".",".",".",".",".",".","3.8","."
